,,,,,,,,,,,,,,,,,,,,Per 90,Per 90,Per 90,Per 90,Per 90,Per 90,Per 90,Per 90,,,Per 90,Per 90,Per 90,Per 90,Per 90,Per 90,,-additional
,,,,,,,,,,,,,,Playing Time,Playing Time,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,,,,Standard,Standard,Standard,Standard,Standard,Standard,,-9999
Rk,Player,Gls/90,SoT/90,Sh/90,G/Sh,G/SoT,TklW/90,Int/90,Season,Age,Nation,Team,Comp,MP,Min,90s,Starts,Subs,unSub,Gls/90,Ast,G+A,G-PK,PK,PKatt,PKm,TklW/90,Int/90,Tkl+Int,Sh/90,G/Sh,G/SoT,SoT/90,SoT%,FK,Pos,-9999
78,Kieffer Moore,0.6,1.5,3.4,0.16,0.37,0.6,0.2,2023-2024,30,wls WAL,Ipswich Town,eng Championship,18,1140,12.7,14,4,0,0.6,0.1,0.6,0.6,0.0,0.0,0.0,0.6,0.2,0.0,3.4,0.16,0.37,1.5,44.2,,FW,01ce9e70
79,Ousmane Camara,0.6,1.7,3.0,0.18,0.33,1.2,0.2,2023-2024,21,gn GUI,2 Teams,fr Ligue 2,24,1306,14.5,16,8,2,0.6,0.2,0.8,0.6,0.0,0.0,0.0,1.2,0.2,0.0,3.0,0.18,0.33,1.7,54.5,,MFFW,5a6b06cd
80,Ibrahim Sissoko,0.5,1.4,3.2,0.11,0.24,0.5,0.3,2023-2024,27,ml MLI,Saint-Étienne,fr Ligue 2,29,2139,23.8,25,4,1,0.5,0.0,0.6,0.3,0.2,0.3,0.0,0.5,0.3,0.0,3.2,0.11,0.24,1.4,45.3,,FW,a170541f
81,David Min,0.5,1.3,3.0,0.16,0.39,0.5,0.2,2023-2024,24,nl NED,RKC Waalwijk,nl Eredivisie,29,1652,18.4,19,10,3,0.5,0.1,0.6,0.5,0.1,0.1,0.0,0.5,0.2,0.0,3.0,0.16,0.39,1.3,41.8,,FWMF,f6f3699e
82,Michael Johnston,0.5,1.0,1.8,0.30,0.54,0.5,0.3,2023-2024,24,ie IRL,West Bromwich Albion,eng Championship,18,1158,12.9,15,3,0,0.5,0.1,0.6,0.5,0.0,0.0,0.0,0.5,0.3,0.0,1.8,0.30,0.54,1.0,56.5,,MF,9bd73cce
83,Igor Matanovic,0.5,1.4,3.1,0.18,0.39,0.3,0.2,2023-2024,20,hr CRO,Karlsruher,de 2. Bundesliga,32,2319,25.8,27,5,0,0.5,0.2,0.8,0.5,0.0,0.0,0.0,0.3,0.2,0.0,3.1,0.18,0.39,1.4,45.6,,FW,948e1292
84,Juanto Ortuño,0.5,0.8,2.7,0.18,0.59,0.2,0.1,2023-2024,31,es ESP,Eldense,es Segunda División,37,1823,20.3,23,14,3,0.5,0.0,0.5,0.5,0.0,0.0,0.0,0.2,0.1,0.0,2.7,0.18,0.59,0.8,30.9,,FW,78cd5130
85,Mons Bassouamina,0.5,0.9,2.0,0.28,0.58,0.4,0.1,2023-2024,25,cg CGO,Pau FC,fr Ligue 2,34,1827,20.3,19,15,1,0.5,0.1,0.6,0.5,0.0,0.0,0.0,0.4,0.1,0.0,2.0,0.28,0.58,0.9,47.5,,MFFW,c894b42e
86,Tarik Tissoudali,0.5,1.7,3.2,0.16,0.31,0.5,0.2,2023-2024,30,ma MAR,Gent,2 Comps,42,2832,31.5,30,12,1,0.5,0.3,0.9,0.5,0.0,0.0,0.0,0.5,0.2,0.0,3.2,0.16,0.31,1.7,51.5,,FWMF,4f60a143
87,Julián Quiñones,0.5,1.5,3.6,0.13,0.29,0.5,0.4,2023-2024,26,mx MEX,América,mx Liga MX,29,2004,22.3,24,5,0,0.5,0.3,0.9,0.4,0.1,0.1,0.0,0.5,0.4,0.0,3.6,0.13,0.29,1.5,42.5,,MFFW,5535c728
88,Pietro Iemmello,0.5,1.1,2.4,0.21,0.45,0.3,0.2,2023-2024,31,it ITA,Catanzaro,it Serie B,35,2509,27.9,31,4,0,0.5,0.2,0.7,0.5,0.0,0.0,0.0,0.3,0.2,0.0,2.4,0.21,0.45,1.1,46.3,,FW,0861b8d6
89,Jonathan Rowe,0.5,1.1,2.5,0.21,0.50,1.1,0.6,2023-2024,20,eng ENG,Norwich City,eng Championship,32,2040,22.7,25,7,0,0.5,0.1,0.6,0.5,0.0,0.0,0.0,1.1,0.6,0.0,2.5,0.21,0.50,1.1,42.9,,MF,8c12f884
90,Irvin Cardona,0.5,1.0,2.2,0.24,0.53,0.9,0.4,2023-2024,25,mt MLT,Saint-Étienne,fr Ligue 2,19,1371,15.2,16,3,0,0.5,0.2,0.7,0.5,0.0,0.0,0.0,0.9,0.4,0.0,2.2,0.24,0.53,1.0,45.5,,MFFW,5e080f73
91,Steven Skrzybski,0.5,1.3,3.2,0.11,0.28,0.9,0.4,2023-2024,30,de GER,Holstein Kiel,de 2. Bundesliga,26,1717,19.1,23,3,2,0.5,0.2,0.7,0.4,0.2,0.2,0.1,0.9,0.4,0.0,3.2,0.11,0.28,1.3,40.3,,MFFW,58ce23e5
92,Miguel,0.5,1.4,2.8,0.17,0.34,0.3,0.2,2023-2024,23,es ESP,Leganés,es Segunda División,35,2233,24.8,25,10,0,0.5,0.0,0.5,0.5,0.0,0.0,0.0,0.3,0.2,0.0,2.8,0.17,0.34,1.4,50.0,,FW,6763373d
93,Kalifa Coulibaly,0.5,1.2,2.8,0.19,0.42,0.5,0.3,2023-2024,31,ml MLI,Quevilly-Rouen,fr Ligue 2,30,1892,21.0,22,8,0,0.5,0.2,0.8,0.5,0.0,0.0,0.0,0.5,0.3,0.0,2.8,0.19,0.42,1.2,44.8,,FW,9980269a
94,Henry Martín,0.5,1.1,2.0,0.20,0.37,0.6,0.4,2023-2024,30,mx MEX,América,mx Liga MX,24,1557,17.3,17,7,1,0.5,0.5,1.0,0.4,0.1,0.2,0.1,0.6,0.4,0.0,2.0,0.20,0.37,1.1,54.3,,FW,b585c991
95,Bruno Duarte,0.5,1.0,2.1,0.17,0.36,0.4,0.2,2023-2024,27,br BRA,Farense,pt Primeira Liga,32,2255,25.1,26,6,0,0.5,0.1,0.6,0.4,0.2,0.2,0.0,0.4,0.2,0.0,2.1,0.17,0.36,1.0,47.2,,FW,d9b89391
96,Marcel Hartel,0.5,1.2,2.8,0.15,0.36,0.4,0.6,2023-2024,27,de GER,St Pauli,de 2. Bundesliga,33,2957,32.9,33,0,0,0.5,0.4,0.9,0.4,0.1,0.1,0.0,0.4,0.6,0.0,2.8,0.15,0.36,1.2,42.9,,MFFW,614eca9b
97,Omri Gandelman,0.5,1.2,2.2,0.24,0.43,0.8,0.9,2023-2024,23,il ISR,Gent,2 Comps,40,2270,25.2,23,17,4,0.5,0.2,0.7,0.5,0.0,0.0,0.0,0.8,0.9,0.0,2.2,0.24,0.43,1.2,54.5,,MF,e4b121b3
98,Juan Brunetta,0.5,1.4,3.7,0.13,0.35,0.6,0.3,2023-2024,26,ar ARG,2 Teams,mx Liga MX,33,2625,29.2,31,2,0,0.5,0.5,1.0,0.5,0.0,0.0,0.0,0.6,0.3,0.0,3.7,0.13,0.35,1.4,37.0,,MFFW,d60099bc
99,José Zúñiga,0.5,1.1,2.5,0.20,0.47,0.5,0.2,2023-2024,29,co COL,2 Teams,mx Liga MX,29,1583,17.6,15,14,2,0.5,0.1,0.6,0.5,0.0,0.0,0.0,0.5,0.2,0.0,2.5,0.20,0.47,1.1,43.2,,FWMF,af89c75e
100,Patrick Cutrone,0.5,1.7,3.9,0.13,0.30,0.2,0.4,2023-2024,25,it ITA,Como,it Serie B,32,2463,27.4,29,3,0,0.5,0.1,0.7,0.5,0.0,0.0,0.0,0.2,0.4,0.0,3.9,0.13,0.30,1.7,43.5,,FW,a4fe8cda
101,Matteo Brunori,0.5,1.1,2.6,0.13,0.31,0.3,0.0,2023-2024,28,it ITA,Palermo,it Serie B,37,2992,33.2,36,1,0,0.5,0.2,0.7,0.3,0.2,0.2,0.0,0.3,0.0,0.0,2.6,0.13,0.31,1.1,39.8,,FW,ad48aee0
102,László Bénes,0.5,1.3,3.2,0.12,0.30,0.4,0.5,2023-2024,25,sk SVK,Hamburger SV,de 2. Bundesliga,27,2288,25.4,26,1,0,0.5,0.4,0.9,0.4,0.1,0.2,0.0,0.4,0.5,0.0,3.2,0.12,0.30,1.3,40.7,,MFFW,fe888e39
103,Paulino,0.5,1.2,3.1,0.15,0.36,0.7,0.2,2023-2024,26,es ESP,2 Teams,2 Comps,37,1587,17.6,17,20,0,0.5,0.1,0.6,0.5,0.1,0.1,0.0,0.7,0.2,0.0,3.1,0.15,0.36,1.2,40.0,,MF,f20fce1b
104,Nathan Broadhead,0.5,0.9,2.9,0.17,0.57,0.9,0.3,2023-2024,25,wls WAL,Ipswich Town,eng Championship,38,2294,25.5,29,9,2,0.5,0.1,0.6,0.5,0.0,0.0,0.0,0.9,0.3,0.0,2.9,0.17,0.57,0.9,30.7,,MF,43309491
105,André Silva,0.5,0.9,2.7,0.19,0.56,0.5,0.3,2023-2024,26,br BRA,Vitória Guimarães,pt Primeira Liga,22,1770,19.7,21,1,0,0.5,0.1,0.6,0.5,0.0,0.1,0.1,0.5,0.3,0.0,2.7,0.19,0.56,0.9,33.3,,FW,dde93e2c
106,Rafa Silva,0.5,1.2,3.0,0.17,0.41,0.5,0.3,2023-2024,30,pt POR,Benfica,pt Primeira Liga,30,2479,27.5,29,1,3,0.5,0.4,0.9,0.5,0.0,0.0,0.0,0.5,0.3,0.0,3.0,0.17,0.41,1.2,40.5,,MFFW,70cf63ca
107,Malik Tillman,0.5,1.6,2.9,0.18,0.32,1.2,0.6,2023-2024,21,us USA,PSV,nl Eredivisie,28,1594,17.7,17,11,3,0.5,0.6,1.1,0.5,0.0,0.0,0.0,1.2,0.6,0.0,2.9,0.18,0.32,1.6,54.9,,MFFW,a5420709
108,Álex Forés,0.5,1.0,2.3,0.22,0.48,0.2,0.1,2023-2024,22,es ESP,Villarreal B,es Segunda División,39,2834,31.5,35,4,0,0.5,0.0,0.5,0.5,0.0,0.0,0.0,0.2,0.1,0.0,2.3,0.22,0.48,1.0,45.2,,FW,d6ed4376
109,Tom Eaves,0.5,1.0,2.8,0.15,0.42,0.7,0.0,2023-2024,31,eng ENG,Rotherham United,eng Championship,33,1063,11.8,8,25,11,0.5,0.0,0.5,0.4,0.1,0.1,0.0,0.7,0.0,0.0,2.8,0.15,0.42,1.0,36.4,,FW,377c465b
110,Samuel Essende,0.5,1.4,2.7,0.19,0.37,0.2,0.1,2023-2024,25,cd COD,Vizela,pt Primeira Liga,31,2664,29.6,31,0,1,0.5,0.0,0.5,0.5,0.0,0.0,0.0,0.2,0.1,0.0,2.7,0.19,0.37,1.4,50.6,,FW,821550ce
111,Taïryk Arconte,0.5,1.2,2.9,0.17,0.43,0.3,0.8,2023-2024,19,fr FRA,Rodez AF,fr Ligue 2,29,1069,11.9,11,18,1,0.5,0.2,0.7,0.5,0.0,0.0,0.0,0.3,0.8,0.0,2.9,0.17,0.43,1.2,40.0,,FW,c5e6c017
112,Adam Armstrong,0.5,1.5,3.4,0.12,0.27,0.4,0.2,2023-2024,26,eng ENG,Southampton,eng Championship,46,3745,41.6,44,2,0,0.5,0.3,0.8,0.4,0.1,0.1,0.0,0.4,0.2,0.0,3.4,0.12,0.27,1.5,44.8,,FWMF,68c720b5
113,Florent Muslija,0.5,1.1,3.2,0.13,0.40,0.9,0.1,2023-2024,25,xk KVX,Paderborn 07,de 2. Bundesliga,16,1253,13.9,15,1,0,0.5,0.3,0.8,0.4,0.1,0.1,0.0,0.9,0.1,0.0,3.2,0.13,0.40,1.1,33.3,,MF,ae961785
114,Kenan Karaman,0.5,1.2,2.8,0.15,0.34,0.4,0.1,2023-2024,29,tr TUR,Schalke 04,de 2. Bundesliga,29,2344,26.0,28,1,0,0.5,0.3,0.8,0.4,0.1,0.1,0.0,0.4,0.1,0.0,2.8,0.15,0.34,1.2,43.8,,FWMF,8f0f2230
115,Daniele Casiraghi,0.5,0.7,2.0,0.08,0.21,0.7,0.6,2023-2024,30,it ITA,FC Südtirol,it Serie B,36,2896,32.2,33,3,0,0.5,0.2,0.7,0.2,0.3,0.3,0.0,0.7,0.6,0.0,2.0,0.08,0.21,0.7,36.9,,MFFW,0408b043
116,Kaj Sierhuis,0.5,1.4,3.5,0.13,0.31,0.2,0.0,2023-2024,25,nl NED,Fortuna Sittard,nl Eredivisie,31,2174,24.2,27,4,0,0.5,0.1,0.6,0.5,0.0,0.1,0.0,0.2,0.0,0.0,3.5,0.13,0.31,1.4,41.7,,FW,9c2b1f11
117,Mohamed Sankoh,0.5,1.1,3.1,0.16,0.46,0.3,0.1,2023-2024,19,nl NED,Heracles Almelo,nl Eredivisie,28,1088,12.1,12,16,4,0.5,0.0,0.5,0.5,0.0,0.0,0.0,0.3,0.1,0.0,3.1,0.16,0.46,1.1,34.2,,FW,be625686
118,Ángel Sepúlveda,0.5,1.3,2.8,0.16,0.36,0.4,0.0,2023-2024,32,mx MEX,2 Teams,mx Liga MX,31,2004,22.3,23,8,1,0.5,0.2,0.7,0.4,0.0,0.1,0.0,0.4,0.0,0.0,2.8,0.16,0.36,1.3,44.4,,FW,cec676c5
119,Adrian Benedyczak,0.5,0.8,2.4,0.08,0.24,0.5,0.8,2023-2024,22,pl POL,Parma,it Serie B,31,1828,20.3,23,8,2,0.5,0.1,0.6,0.2,0.3,0.3,0.0,0.5,0.8,0.0,2.4,0.08,0.24,0.8,34.7,,MFFW,3f448184
120,George Ilenikhena,0.5,1.2,2.6,0.19,0.40,0.1,0.0,2023-2024,16,ng NGA,Antwerp,be Belgian Pro League,37,1466,16.3,11,26,3,0.5,0.0,0.5,0.5,0.0,0.0,0.0,0.1,0.0,0.0,2.6,0.19,0.40,1.2,47.6,,FW,78c3ad07
121,Armindo Sieb,0.5,1.3,3.2,0.15,0.38,0.2,0.2,2023-2024,20,de GER,Greuther Fürth,de 2. Bundesliga,33,2204,24.5,26,7,1,0.5,0.0,0.5,0.5,0.0,0.0,0.0,0.2,0.2,0.0,3.2,0.15,0.38,1.3,41.0,,FWMF,228c1d94
122,Crysencio Summerville,0.5,1.3,3.3,0.12,0.29,1.0,0.5,2023-2024,21,nl NED,Leeds United,eng Championship,43,3498,38.9,41,2,1,0.5,0.2,0.7,0.4,0.1,0.1,0.0,1.0,0.5,0.0,3.3,0.12,0.29,1.3,39.5,,MF,df04eb4b
123,Ángel Rodríguez,0.5,1.2,2.9,0.14,0.33,0.3,0.1,2023-2024,36,es ESP,Tenerife,es Segunda División,37,1842,20.5,18,19,3,0.5,0.0,0.5,0.4,0.1,0.1,0.0,0.3,0.1,0.0,2.9,0.14,0.33,1.2,40.7,,FW,8cfc2f69
124,Kelechi Iheanacho,0.5,1.2,3.0,0.10,0.25,0.2,0.3,2023-2024,26,ng NGA,Leicester City,eng Championship,23,921,10.2,10,13,5,0.5,0.1,0.6,0.3,0.2,0.2,0.0,0.2,0.3,0.0,3.0,0.10,0.25,1.2,38.7,,FW,c92e1a31
125,Cristo González,0.5,1.5,4.0,0.10,0.27,0.5,0.3,2023-2024,25,es ESP,Arouca,pt Primeira Liga,34,2777,30.9,33,1,0,0.5,0.3,0.8,0.4,0.1,0.2,0.1,0.5,0.3,0.0,4.0,0.10,0.27,1.5,36.6,,MFFW,896b5df2
126,Mileta Rajovic,0.5,0.8,2.3,0.21,0.63,0.2,0.1,2023-2024,24,dk DEN,Watford,eng Championship,41,1854,20.6,17,24,2,0.5,0.0,0.5,0.5,0.0,0.0,0.0,0.2,0.1,0.0,2.3,0.21,0.63,0.8,33.3,,FW,229da5b2
127,Héctor,0.5,1.0,2.4,0.13,0.32,0.3,0.2,2023-2024,27,es ESP,Chaves,pt Primeira Liga,32,2596,28.8,32,0,1,0.5,0.0,0.5,0.3,0.2,0.2,0.0,0.3,0.2,0.0,2.4,0.13,0.32,1.0,40.0,,FW,6294bc9d
128,Haji Wright,0.5,1.2,3.4,0.12,0.34,0.6,0.1,2023-2024,25,us USA,Coventry City,eng Championship,44,2968,33.0,31,13,0,0.5,0.2,0.7,0.4,0.1,0.1,0.0,0.6,0.1,0.0,3.4,0.12,0.34,1.2,33.6,,MFFW,91cd37b7
129,Andreas Voglsammer,0.5,1.0,2.5,0.19,0.50,0.4,0.1,2023-2024,31,de GER,2 Teams,2 Comps,29,1487,16.5,14,15,2,0.5,0.1,0.6,0.5,0.0,0.0,0.0,0.4,0.1,0.0,2.5,0.19,0.50,1.0,38.1,,FWMF,daa78200
130,Robert Mühren,0.5,1.4,2.6,0.19,0.35,0.6,0.4,2023-2024,34,nl NED,Volendam,nl Eredivisie,23,1488,16.5,19,4,5,0.5,0.1,0.5,0.5,0.0,0.0,0.0,0.6,0.4,0.0,2.6,0.19,0.35,1.4,53.5,,FW,6d5628c2
131,Norman Bassette,0.5,1.5,2.6,0.19,0.31,0.4,0.3,2023-2024,18,be BEL,2 Teams,2 Comps,23,930,10.3,11,12,1,0.5,0.0,0.5,0.5,0.0,0.0,0.0,0.4,0.3,0.0,2.6,0.19,0.31,1.5,59.3,,FW,9cd23b05
132,Kelvin Yeboah,0.5,1.0,3.1,0.15,0.46,0.8,0.2,2023-2024,23,it ITA,Standard Liège,be Belgian Pro League,14,1116,12.4,13,1,1,0.5,0.2,0.6,0.5,0.0,0.0,0.0,0.8,0.2,0.0,3.1,0.15,0.46,1.0,33.3,,FW,ea0893d6
133,Pape Ba,0.5,1.3,2.7,0.13,0.27,0.3,0.4,2023-2024,26,sn SEN,Grenoble Foot,fr Ligue 2,34,2051,22.8,25,9,2,0.5,0.1,0.6,0.4,0.1,0.1,0.0,0.3,0.4,0.0,2.7,0.13,0.27,1.3,48.4,,FW,d452b7e2
134,Ivan Prtajin,0.5,1.7,3.9,0.10,0.24,0.1,0.3,2023-2024,27,hr CRO,Wehen Wiesbaden,de 2. Bundesliga,31,2424,26.9,27,4,0,0.5,0.1,0.6,0.4,0.1,0.1,0.0,0.1,0.3,0.0,3.9,0.10,0.24,1.7,42.9,,FW,f297a3f1
135,Abdul-Aziz Yakubu,0.5,0.8,1.4,0.11,0.20,0.2,0.0,2023-2024,24,gh GHA,Rio Ave,pt Primeira Liga,16,1119,12.4,13,3,0,0.5,0.2,0.6,0.2,0.3,0.3,0.0,0.2,0.0,0.0,1.4,0.11,0.20,0.8,55.6,,FW,052ac6d5
136,Patrick Bamford,0.5,1.4,3.3,0.15,0.33,0.6,0.1,2023-2024,29,eng ENG,Leeds United,eng Championship,33,1493,16.6,15,18,0,0.5,0.1,0.5,0.5,0.0,0.1,0.1,0.6,0.1,0.0,3.3,0.15,0.33,1.4,44.4,,FW,93feac6e
137,Filippo Distefano,0.5,1.0,2.8,0.17,0.50,0.6,0.4,2023-2024,19,it ITA,Ternana,it Serie B,31,1310,14.6,12,19,6,0.5,0.1,0.6,0.5,0.0,0.0,0.0,0.6,0.4,0.0,2.8,0.17,0.50,1.0,34.1,,FWMF,2110f96c
138,Isaak Davies,0.5,1.0,2.0,0.24,0.46,0.7,0.2,2023-2024,21,wls WAL,Kortrijk,be Belgian Pro League,32,2252,25.0,26,6,1,0.5,0.0,0.5,0.5,0.0,0.0,0.0,0.7,0.2,0.0,2.0,0.24,0.46,1.0,53.1,,FW,8199addf
139,Francisco Trincão,0.5,1.2,3.1,0.16,0.41,1.0,0.2,2023-2024,23,pt POR,Sporting CP,pt Primeira Liga,31,1701,18.9,18,13,2,0.5,0.3,0.8,0.5,0.0,0.0,0.0,1.0,0.2,0.0,3.1,0.16,0.41,1.2,37.9,,FWMF,77e39b04
140,Arana,0.5,1.8,3.4,0.14,0.27,0.2,0.1,2023-2024,23,es ESP,2 Teams,es Segunda División,38,2461,27.3,33,5,1,0.5,0.1,0.6,0.5,0.0,0.0,0.0,0.2,0.1,0.0,3.4,0.14,0.27,1.8,53.3,,FW,94021206
141,Ángel Zaldívar,0.5,1.2,2.5,0.12,0.23,0.7,0.2,2023-2024,29,mx MEX,2 Teams,mx Liga MX,25,948,10.5,9,16,6,0.5,0.1,0.6,0.3,0.2,0.3,0.1,0.7,0.2,0.0,2.5,0.12,0.23,1.2,50.0,,FW,296ecfcb
142,Ferdy Druijf,0.5,1.2,2.6,0.11,0.23,0.4,0.0,2023-2024,25,nl NED,Zwolle,nl Eredivisie,15,948,10.5,11,4,0,0.5,0.2,0.7,0.3,0.2,0.2,0.0,0.4,0.0,0.0,2.6,0.11,0.23,1.2,48.1,,FWMF,9ef884b1
143,Sergio León,0.5,1.3,3.4,0.14,0.36,0.3,0.0,2023-2024,34,es ESP,3 Teams,es Segunda División,30,953,10.6,9,21,4,0.5,0.1,0.6,0.5,0.0,0.0,0.0,0.3,0.0,0.0,3.4,0.14,0.36,1.3,38.9,,FW,0a0cc13c
144,Fabio Carvalho,0.5,1.0,1.9,0.22,0.42,0.8,0.7,2023-2024,20,pt POR,Hull City,eng Championship,20,1717,19.1,20,0,0,0.5,0.1,0.6,0.4,0.1,0.1,0.1,0.8,0.7,0.0,1.9,0.22,0.42,1.0,51.4,,FWMF,966e28d0
145,Carlos Martín,0.5,1.1,2.5,0.13,0.29,0.5,0.5,2023-2024,21,es ESP,CD Mirandés,es Segunda División,40,2866,31.8,33,7,0,0.5,0.1,0.6,0.3,0.2,0.2,0.0,0.5,0.5,0.0,2.5,0.13,0.29,1.1,43.0,,FWMF,64035864
146,Daniel James,0.5,1.2,3.0,0.16,0.39,0.6,0.3,2023-2024,25,wls WAL,Leeds United,eng Championship,40,2488,27.6,28,12,0,0.5,0.3,0.7,0.5,0.0,0.0,0.0,0.6,0.3,0.0,3.0,0.16,0.39,1.2,39.8,,MF,c931d9f9
147,Tolu Arokodare,0.5,1.5,4.2,0.11,0.32,0.1,0.2,2023-2024,22,ng NGA,Genk,2 Comps,44,2297,25.5,23,21,1,0.5,0.1,0.5,0.5,0.0,0.0,0.0,0.1,0.2,0.0,4.2,0.11,0.32,1.5,35.8,,FW,a42760bc
148,Moussa Sylla,0.5,1.3,2.3,0.17,0.32,0.6,0.5,2023-2024,23,ml MLI,Pau FC,fr Ligue 2,35,2884,32.0,33,2,0,0.5,0.2,0.7,0.4,0.1,0.1,0.0,0.6,0.5,0.0,2.3,0.17,0.32,1.3,54.7,,MFFW,d8b97bb3
149,Luis Amarilla,0.5,1.0,2.1,0.22,0.46,0.6,0.1,2023-2024,27,py PAR,Mazatlán,mx Liga MX,31,2120,23.6,25,6,0,0.5,0.0,0.5,0.5,0.0,0.0,0.0,0.6,0.1,0.0,2.1,0.22,0.46,1.0,49.0,,FW,fa66adb6
150,Kasey McAteer,0.5,1.1,2.5,0.19,0.43,1.1,0.4,2023-2024,21,ie IRL,Leicester City,eng Championship,23,1158,12.9,13,10,2,0.5,0.0,0.5,0.5,0.0,0.0,0.0,1.1,0.4,0.0,2.5,0.19,0.43,1.1,43.8,,FWMF,b2c66859
151,Óscar Plano,0.5,0.7,2.6,0.15,0.55,0.7,0.9,2023-2024,32,es ESP,Elche,es Segunda División,28,1356,15.1,14,14,0,0.5,0.0,0.5,0.4,0.1,0.1,0.0,0.7,0.9,0.0,2.6,0.15,0.55,0.7,28.2,,FWMF,7c388b20
152,Gabriele Moncini,0.5,1.2,2.7,0.14,0.31,0.0,0.1,2023-2024,27,it ITA,Brescia,it Serie B,34,1938,21.5,21,13,1,0.5,0.0,0.5,0.4,0.1,0.1,0.0,0.0,0.1,0.0,2.7,0.14,0.31,1.2,44.8,,FW,c4efe2b4
153,Aboubakary Koita,0.5,1.6,4.3,0.09,0.24,1.1,0.7,2023-2024,24,mr MTN,Sint-Truiden,be Belgian Pro League,37,2913,32.4,32,5,0,0.5,0.1,0.6,0.4,0.1,0.2,0.1,1.1,0.7,0.0,4.3,0.09,0.24,1.6,36.4,,MFFW,6e1e6687
154,Alexis Vega,0.5,1.2,2.5,0.18,0.39,0.7,0.3,2023-2024,25,mx MEX,2 Teams,mx Liga MX,21,1361,15.1,15,6,0,0.5,0.3,0.7,0.5,0.0,0.1,0.1,0.7,0.3,0.0,2.5,0.18,0.39,1.2,47.4,,FWMF,f40f4c38
155,Kasper Dolberg,0.5,1.1,2.2,0.17,0.32,0.3,0.2,2023-2024,25,dk DEN,Anderlecht,be Belgian Pro League,39,2922,32.5,38,1,0,0.5,0.1,0.6,0.4,0.1,0.1,0.0,0.3,0.2,0.0,2.2,0.17,0.32,1.1,52.1,,FW,cc83b74d
156,Léo Bonatini,0.5,0.9,1.9,0.24,0.53,0.1,0.2,2023-2024,29,br BRA,Atlético San Luis,mx Liga MX,26,1756,19.5,23,3,0,0.5,0.1,0.5,0.5,0.0,0.0,0.0,0.1,0.2,0.0,1.9,0.24,0.53,0.9,44.7,,FW,da23d58d
157,Kikas,0.5,1.2,2.5,0.19,0.40,0.1,0.1,2023-2024,24,pt POR,Estrela,pt Primeira Liga,31,1561,17.3,15,16,3,0.5,0.1,0.5,0.5,0.0,0.0,0.0,0.1,0.1,0.0,2.5,0.19,0.40,1.2,46.5,,FW,055cb86b
158,Manfred Ugalde,0.5,1.5,4.2,0.11,0.30,0.7,0.1,2023-2024,21,cr CRC,Twente,nl Eredivisie,18,1372,15.2,17,1,0,0.5,0.4,0.9,0.5,0.0,0.0,0.0,0.7,0.1,0.0,4.2,0.11,0.30,1.5,35.9,,FW,30c4aa75
159,Manuel De Luca,0.5,1.2,2.6,0.14,0.30,0.5,0.0,2023-2024,25,it ITA,Sampdoria,it Serie B,32,1960,21.8,22,10,2,0.5,0.2,0.7,0.4,0.1,0.1,0.0,0.5,0.0,0.0,2.6,0.14,0.30,1.2,48.2,,FW,60e3603d
160,Yira Sor,0.5,1.3,3.5,0.13,0.35,0.4,0.3,2023-2024,23,ng NGA,Genk,2 Comps,24,1178,13.1,15,9,4,0.5,0.1,0.5,0.5,0.0,0.0,0.0,0.4,0.3,0.0,3.5,0.13,0.35,1.3,37.0,,FWMF,c5f32d2c
161,Alejandro Zendejas,0.5,1.1,2.1,0.22,0.43,1.5,0.7,2023-2024,25,us USA,América,mx Liga MX,30,1768,19.6,20,10,1,0.5,0.3,0.8,0.5,0.0,0.0,0.0,1.5,0.7,0.0,2.1,0.22,0.43,1.1,51.2,,MF,d717b80e
162,Germán Berterame,0.5,1.1,2.6,0.18,0.41,0.2,0.5,2023-2024,24,mx MEX,Monterrey,mx Liga MX,25,1778,19.8,20,5,0,0.5,0.1,0.6,0.5,0.0,0.0,0.0,0.2,0.5,0.0,2.6,0.18,0.41,1.1,43.1,,FWMF,fa61a2db
163,Louis Mafouta,0.5,1.1,2.2,0.16,0.34,0.2,0.4,2023-2024,29,cf CTA,Amiens,fr Ligue 2,34,2967,33.0,33,1,0,0.5,0.0,0.5,0.4,0.1,0.2,0.1,0.2,0.4,0.0,2.2,0.16,0.34,1.1,47.3,,FW,bec3d251
164,Pape Ibnou Bâ,0.5,1.1,2.3,0.20,0.41,0.2,0.0,2023-2024,30,mr MTN,US Concarneau,fr Ligue 2,31,2376,26.4,25,6,0,0.5,0.1,0.5,0.5,0.0,0.0,0.0,0.2,0.0,0.0,2.3,0.20,0.41,1.1,48.3,,FWMF,429b8c9b
165,Nicholas Bonfanti,0.5,1.1,2.3,0.20,0.40,0.2,0.0,2023-2024,21,it ITA,2 Teams,it Serie B,26,1190,13.2,14,12,10,0.5,0.0,0.5,0.5,0.0,0.0,0.0,0.2,0.0,0.0,2.3,0.20,0.40,1.1,50.0,,FW,d3e93b43
166,Nikolas Agrafiotis,0.5,1.7,3.5,0.13,0.27,0.8,0.2,2023-2024,23,nl NED,2 Teams,2 Comps,30,1192,13.2,15,15,4,0.5,0.2,0.6,0.5,0.0,0.0,0.0,0.8,0.2,0.0,3.5,0.13,0.27,1.7,46.8,,FW,72a63c0b
