,,,,,,,,,,,,,,,,,,,,Per 90,Per 90,Per 90,Per 90,Per 90,Per 90,Per 90,Per 90,,,Per 90,Per 90,Per 90,Per 90,Per 90,Per 90,,-additional
,,,,,,,,,,,,,,Playing Time,Playing Time,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,,,,Standard,Standard,Standard,Standard,Standard,Standard,,-9999
Rk,Player,Gls/90,SoT/90,Sh/90,G/Sh,G/SoT,TklW/90,Int/90,Season,Age,Nation,Team,Comp,MP,Min,90s,Starts,Subs,unSub,Gls/90,Ast,G+A,G-PK,PK,PKatt,PKm,TklW/90,Int/90,Tkl+Int,Sh/90,G/Sh,G/SoT,SoT/90,SoT%,FK,Pos,-9999
1232,Pau Navarro,0.1,0.2,0.4,0.25,0.50,0.9,1.3,2023-2024,18,es ESP,Villarreal B,es Segunda División,13,996,11.1,11,2,10,0.1,0.0,0.1,0.1,0.0,0.0,0.0,0.9,1.3,0.0,0.4,0.25,0.50,0.2,50.0,,MFDF,3171351c
1233,Raúl Sandoval,0.1,0.2,1.0,0.09,0.50,0.5,0.4,2023-2024,23,mx MEX,Querétaro,mx Liga MX,31,1992,22.1,24,7,2,0.1,0.0,0.1,0.1,0.0,0.0,0.0,0.5,0.4,0.0,1.0,0.09,0.50,0.2,18.2,,MFDF,d88d0a41
1234,Enzo Bardeli,0.1,0.3,0.7,0.13,0.27,0.8,0.9,2023-2024,22,fr FRA,USL Dunkerque,fr Ligue 2,38,2993,33.3,35,3,0,0.1,0.2,0.2,0.1,0.0,0.0,0.0,0.8,0.9,0.0,0.7,0.13,0.27,0.3,47.8,,MFFW,c7ac721f
1235,Dennis Srbeny,0.1,0.6,2.1,0.04,0.14,0.3,0.5,2023-2024,29,de GER,Greuther Fürth,de 2. Bundesliga,32,998,11.1,9,23,1,0.1,0.4,0.5,0.1,0.0,0.0,0.0,0.3,0.5,0.0,2.1,0.04,0.14,0.6,30.4,,FWMF,1fdec858
1236,Jan Vertonghen,0.1,0.3,0.5,0.18,0.33,0.5,0.9,2023-2024,36,be BEL,Anderlecht,be Belgian Pro League,34,2997,33.3,34,0,0,0.1,0.0,0.1,0.1,0.0,0.0,0.0,0.5,0.9,0.0,0.5,0.18,0.33,0.3,52.9,,DF,ba23a904
1237,Lukas Petkov,0.1,0.6,2.9,0.03,0.14,1.4,0.3,2023-2024,22,bg BUL,Greuther Fürth,de 2. Bundesliga,29,999,11.1,6,23,3,0.1,0.1,0.2,0.1,0.0,0.0,0.0,1.4,0.3,0.0,2.9,0.03,0.14,0.6,21.9,,MFFW,f503ef6e
1238,Naïs Djouahra,0.1,0.6,2.4,0.04,0.14,1.1,0.4,2023-2024,23,fr FRA,Leganés,es Segunda División,28,1000,11.1,10,18,10,0.1,0.2,0.3,0.1,0.0,0.0,0.0,1.1,0.4,0.0,2.4,0.04,0.14,0.6,25.9,,MFFW,3594a357
1239,Pedro Capó,0.1,0.2,0.4,0.20,0.50,1.2,1.4,2023-2024,32,es ESP,Eldense,es Segunda División,30,1001,11.1,7,23,10,0.1,0.0,0.1,0.1,0.0,0.0,0.0,1.2,1.4,0.0,0.4,0.20,0.50,0.2,40.0,,MFDF,6c59e07a
1240,Ilija Vukotić,0.1,0.1,0.4,0.25,1.00,1.5,0.3,2023-2024,24,me MNE,Boavista,pt Primeira Liga,28,1002,11.1,10,18,6,0.1,0.0,0.1,0.1,0.0,0.0,0.0,1.5,0.3,0.0,0.4,0.25,1.00,0.1,25.0,,MF,8ff37fd4
1241,Yllan Okou,0.1,0.1,0.5,0.17,0.67,0.4,1.6,2023-2024,20,fr FRA,Bastia,fr Ligue 2,24,2013,22.4,22,2,1,0.1,0.0,0.1,0.1,0.0,0.0,0.0,0.4,1.6,0.0,0.5,0.17,0.67,0.1,25.0,,DF,fa753b79
1242,Nicola Rauti,0.1,0.4,2.4,0.04,0.20,1.3,0.7,2023-2024,23,it ITA,FC Südtirol,it Serie B,24,1008,11.2,14,10,13,0.1,0.1,0.2,0.1,0.0,0.0,0.0,1.3,0.7,0.0,2.4,0.04,0.20,0.4,18.5,,FW,f1d5e1f9
1243,Siebe Horemans,0.1,0.2,0.7,0.14,0.38,1.8,1.3,2023-2024,25,be BEL,Excelsior,nl Eredivisie,34,3025,33.6,34,0,0,0.1,0.1,0.2,0.1,0.0,0.0,0.0,1.8,1.3,0.0,0.7,0.14,0.38,0.2,36.4,,DF,025190a5
1244,Scott Hogan,0.1,0.7,2.1,0.04,0.13,0.3,0.2,2023-2024,31,ie IRL,Birmingham City,eng Championship,26,1009,11.2,11,15,10,0.1,0.2,0.3,0.1,0.0,0.1,0.1,0.3,0.2,0.0,2.1,0.04,0.13,0.7,34.8,,FW,cdda4027
1245,Mario Soriano,0.1,0.7,1.6,0.06,0.12,0.9,0.4,2023-2024,21,es ESP,Eibar,es Segunda División,41,3031,33.7,38,3,1,0.1,0.1,0.2,0.1,0.0,0.0,0.0,0.9,0.4,0.0,1.6,0.06,0.12,0.7,46.3,,MF,b41a8b01
1246,Anthony Knockaert,0.1,0.5,1.4,0.06,0.17,0.5,0.4,2023-2024,31,fr FRA,Valenciennes,fr Ligue 2,21,1012,11.2,12,9,0,0.1,0.2,0.3,0.1,0.0,0.0,0.0,0.5,0.4,0.0,1.4,0.06,0.17,0.5,37.5,,MF,6c679c6d
1247,Niall Ennis,0.1,1.0,1.8,0.05,0.09,0.6,0.0,2023-2024,24,eng ENG,2 Teams,eng Championship,25,1014,11.3,10,15,8,0.1,0.0,0.1,0.1,0.0,0.0,0.0,0.6,0.0,0.0,1.8,0.05,0.09,1.0,55.0,,FW,74cae353
1248,Luis Segovia,0.1,0.2,0.3,0.33,0.50,1.1,1.2,2023-2024,25,ec ECU,RWDM,be Belgian Pro League,13,1015,11.3,12,1,0,0.1,0.0,0.1,0.1,0.0,0.0,0.0,1.1,1.2,0.0,0.3,0.33,0.50,0.2,66.7,,DF,1ae14406
1249,Rodrigo Mendoza,0.1,0.4,2.7,0.03,0.25,0.8,1.2,2023-2024,18,es ESP,Elche,es Segunda División,23,1015,11.3,10,13,14,0.1,0.0,0.1,0.1,0.0,0.0,0.0,0.8,1.2,0.0,2.7,0.03,0.25,0.4,12.9,,MFFW,d70a000f
1250,Costinha,0.1,0.3,0.9,0.00,0.00,1.8,1.4,2023-2024,23,pt POR,Rio Ave,pt Primeira Liga,34,3050,33.9,34,0,0,0.1,0.1,0.2,0.0,0.1,0.1,0.0,1.8,1.4,0.0,0.9,0.00,0.00,0.3,36.7,,MF,80bc5e71
1251,Jordy de Wijs,0.1,0.3,1.1,0.08,0.33,0.6,1.4,2023-2024,28,nl NED,Düsseldorf,de 2. Bundesliga,28,2035,22.6,25,3,2,0.1,0.1,0.2,0.1,0.0,0.0,0.0,0.6,1.4,0.0,1.1,0.08,0.33,0.3,24.0,,DF,3bb5b5d2
1252,Andrea Favilli,0.1,1.1,2.6,0.03,0.08,0.4,0.1,2023-2024,26,it ITA,Ternana,it Serie B,23,1019,11.3,13,10,3,0.1,0.0,0.1,0.1,0.0,0.0,0.0,0.4,0.1,0.0,2.6,0.03,0.08,1.1,44.8,,FW,44510fde
1253,Facundo Almada,0.1,0.2,0.8,0.12,0.43,1.0,1.0,2023-2024,25,ar ARG,Mazatlán,mx Liga MX,34,3060,34.0,34,0,0,0.1,0.0,0.1,0.1,0.0,0.0,0.0,1.0,1.0,0.0,0.8,0.12,0.43,0.2,26.9,,DF,cd60f3ce
1254,Henok Teklab,0.1,0.5,1.4,0.06,0.17,2.7,1.1,2023-2024,24,de GER,Union SG,2 Comps,25,1022,11.4,10,15,5,0.1,0.2,0.3,0.1,0.0,0.0,0.0,2.7,1.1,0.0,1.4,0.06,0.17,0.5,37.5,,MF,640d17d5
1255,Louis Patris,0.1,0.1,0.4,0.20,1.00,2.2,2.1,2023-2024,22,be BEL,Anderlecht,be Belgian Pro League,16,1022,11.4,11,5,14,0.1,0.0,0.1,0.1,0.0,0.0,0.0,2.2,2.1,0.0,0.4,0.20,1.00,0.1,20.0,,DF,9befa3cf
1256,Luca Vignali,0.1,0.3,1.1,0.08,0.33,1.1,0.8,2023-2024,27,it ITA,2 Teams,it Serie B,22,1023,11.4,10,12,12,0.1,0.1,0.2,0.1,0.0,0.0,0.0,1.1,0.8,0.0,1.1,0.08,0.33,0.3,25.0,,DFMF,c1e8e74e
1257,Calvin Twigt,0.1,0.3,0.7,0.06,0.14,1.1,0.8,2023-2024,20,nl NED,Volendam,nl Eredivisie,26,2047,22.7,22,4,0,0.1,0.0,0.1,0.0,0.0,0.0,0.0,1.1,0.8,0.0,0.7,0.06,0.14,0.3,41.2,,MF,e8e125b0
1258,Thomas Ouwejan,0.1,0.4,1.7,0.05,0.20,1.6,0.9,2023-2024,26,nl NED,Schalke 04,de 2. Bundesliga,28,2048,22.8,26,2,4,0.1,0.3,0.4,0.1,0.0,0.0,0.0,1.6,0.9,0.0,1.7,0.05,0.20,0.4,25.6,,MFDF,36d9dabe
1259,Carlo Sickinger,0.1,0.1,0.7,0.06,0.50,1.6,2.0,2023-2024,26,de GER,Elversberg,de 2. Bundesliga,25,2053,22.8,25,0,0,0.1,0.0,0.1,0.0,0.0,0.0,0.0,1.6,2.0,0.0,0.7,0.06,0.50,0.1,12.5,,DF,3f6ca46e
1260,Linus Gechter,0.1,0.3,0.6,0.14,0.33,0.5,1.6,2023-2024,19,de GER,Hertha BSC,de 2. Bundesliga,16,1029,11.4,10,6,8,0.1,0.0,0.1,0.1,0.0,0.0,0.0,0.5,1.6,0.0,0.6,0.14,0.33,0.3,42.9,,DF,ad2b068c
1261,Dimitris Goutas,0.1,0.2,0.7,0.13,0.44,0.7,1.7,2023-2024,29,gr GRE,Cardiff City,eng Championship,46,4126,45.8,46,0,0,0.1,0.0,0.1,0.1,0.0,0.0,0.0,0.7,1.7,0.0,0.7,0.13,0.44,0.2,29.0,,DF,56f5e78f
1262,João Mário Lopes,0.1,0.1,1.0,0.09,0.67,1.0,0.5,2023-2024,23,pt POR,Porto,pt Primeira Liga,27,2063,22.9,25,2,2,0.1,0.0,0.1,0.1,0.0,0.0,0.0,1.0,0.5,0.0,1.0,0.09,0.67,0.1,13.0,,DF,82a39b66
1263,Lasse Günther,0.1,0.3,0.7,0.13,0.33,1.7,0.9,2023-2024,20,de GER,Wehen Wiesbaden,de 2. Bundesliga,22,1032,11.5,14,8,1,0.1,0.2,0.3,0.1,0.0,0.0,0.0,1.7,0.9,0.0,0.7,0.13,0.33,0.3,37.5,,MFDF,00672803
1264,Murray Wallace,0.1,0.3,0.6,0.14,0.33,1.5,1.4,2023-2024,30,sct SCO,Millwall,eng Championship,30,2066,23.0,25,5,10,0.1,0.0,0.1,0.1,0.0,0.0,0.0,1.5,1.4,0.0,0.6,0.14,0.33,0.3,42.9,,DFMF,1724d97e
1265,Kevin Vinetot,0.1,0.3,0.4,0.20,0.33,0.6,1.0,2023-2024,35,fr FRA,FC Südtirol,it Serie B,16,1034,11.5,11,5,10,0.1,0.0,0.1,0.1,0.0,0.0,0.0,0.6,1.0,0.0,0.4,0.20,0.33,0.3,60.0,,DF,655c1ba8
1266,Matt Grimes,0.1,0.2,0.7,0.07,0.20,1.0,0.7,2023-2024,28,eng ENG,Swansea City,eng Championship,46,4140,46.0,46,0,0,0.1,0.1,0.2,0.0,0.0,0.1,0.0,1.0,0.7,0.0,0.7,0.07,0.20,0.2,33.3,,MF,81a487b9
1267,Fabio Lucioni,0.1,0.2,0.8,0.11,0.40,0.8,1.1,2023-2024,35,it ITA,Palermo,it Serie B,23,2070,23.0,23,0,2,0.1,0.0,0.1,0.1,0.0,0.0,0.0,0.8,1.1,0.0,0.8,0.11,0.40,0.2,27.8,,DF,8efa621b
1268,Mantilla,0.1,0.2,0.6,0.14,0.50,0.8,0.8,2023-2024,23,es ESP,Racing Sant,es Segunda División,23,2070,23.0,23,0,3,0.1,0.0,0.1,0.1,0.0,0.0,0.0,0.8,0.8,0.0,0.6,0.14,0.50,0.2,28.6,,DF,d1fac0d5
1269,Bart Nieuwkoop,0.1,0.3,1.1,0.08,0.33,0.8,1.7,2023-2024,27,nl NED,2 Teams,2 Comps,23,1035,11.5,11,12,2,0.1,0.1,0.2,0.1,0.0,0.0,0.0,0.8,1.7,0.0,1.1,0.08,0.33,0.3,23.1,,DFFW,f40dd3c7
1270,Scott Wharton,0.1,0.2,0.6,0.14,0.50,0.8,1.5,2023-2024,25,eng ENG,Blackburn Rovers,eng Championship,28,2077,23.1,24,4,9,0.1,0.0,0.1,0.1,0.0,0.0,0.0,0.8,1.5,0.0,0.6,0.14,0.50,0.2,28.6,,DF,416e078e
1271,Sergi Samper,0.1,0.3,0.4,0.20,0.33,1.4,1.0,2023-2024,28,es ESP,Andorra,es Segunda División,19,1039,11.5,12,7,21,0.1,0.0,0.1,0.1,0.0,0.0,0.0,1.4,1.0,0.0,0.4,0.20,0.33,0.3,60.0,,MF,6a7586f4
1272,Santiago Colombatto,0.1,0.4,1.0,0.06,0.15,1.0,0.7,2023-2024,26,ar ARG,Oviedo,es Segunda División,37,3122,34.7,37,0,0,0.1,0.3,0.3,0.1,0.0,0.0,0.0,1.0,0.7,0.0,1.0,0.06,0.15,0.4,37.1,,MF,ad9fdbf3
1273,Eliaquim Mangala,0.1,0.1,0.2,0.50,1.00,0.6,1.8,2023-2024,32,fr FRA,Estoril,pt Primeira Liga,17,1041,11.6,12,5,9,0.1,0.0,0.1,0.1,0.0,0.0,0.0,0.6,1.8,0.0,0.2,0.50,1.00,0.1,50.0,,DF,f520049f
1274,Lukas Mühl,0.1,0.1,0.3,0.25,1.00,1.6,1.5,2023-2024,26,de GER,Spezia,it Serie B,14,1044,11.6,13,1,11,0.1,0.0,0.1,0.1,0.0,0.0,0.0,1.6,1.5,0.0,0.3,0.25,1.00,0.1,25.0,,DF,6b32d0a6
1275,Tobias Mohr,0.1,0.6,2.2,0.04,0.14,0.5,1.4,2023-2024,27,de GER,Schalke 04,de 2. Bundesliga,19,1044,11.6,10,9,5,0.1,0.1,0.2,0.1,0.0,0.0,0.0,0.5,1.4,0.0,2.2,0.04,0.14,0.6,26.9,,MFFW,9ec9c8b6
1276,Nehemiah Fernandez,0.1,0.1,0.1,1.00,1.00,1.0,1.9,2023-2024,18,fr FRA,USL Dunkerque,fr Ligue 2,12,1045,11.6,12,0,6,0.1,0.0,0.1,0.1,0.0,0.0,0.0,1.0,1.9,0.0,0.1,1.00,1.00,0.1,100.0,,DF,40604d0c
1277,Bruno Martins Indi,0.1,0.3,0.6,0.14,0.33,0.5,1.0,2023-2024,31,nl NED,AZ Alkmaar,2 Comps,19,1045,11.6,10,9,3,0.1,0.3,0.3,0.1,0.0,0.0,0.0,0.5,1.0,0.0,0.6,0.14,0.33,0.3,42.9,,DF,7bc34048
1278,Luca Cigarini,0.1,0.2,1.0,0.00,0.00,1.0,0.9,2023-2024,37,it ITA,Reggiana,it Serie B,21,1046,11.6,12,9,11,0.1,0.1,0.2,0.0,0.1,0.1,0.0,1.0,0.9,0.0,1.0,0.00,0.00,0.2,16.7,,MF,ae64d449
1279,Oscar Fraulo,0.1,0.3,1.2,0.07,0.33,1.2,0.8,2023-2024,19,dk DEN,Utrecht,nl Eredivisie,32,2094,23.3,24,8,0,0.1,0.2,0.3,0.1,0.0,0.0,0.0,1.2,0.8,0.0,1.2,0.07,0.33,0.3,21.4,,MF,458e3479
1280,Kévin Boma,0.1,0.1,0.2,0.50,1.00,1.6,2.1,2023-2024,20,tg TOG,Rodez AF,fr Ligue 2,15,1047,11.6,12,3,7,0.1,0.0,0.1,0.1,0.0,0.0,0.0,1.6,2.1,0.0,0.2,0.50,1.00,0.1,50.0,,DF,49cfaf2e
1281,Simone Canestrelli,0.1,0.2,0.5,0.16,0.50,0.9,1.6,2023-2024,22,it ITA,Pisa,it Serie B,36,3142,34.9,35,1,0,0.1,0.0,0.1,0.1,0.0,0.0,0.0,0.9,1.6,0.0,0.5,0.16,0.50,0.2,31.6,,DF,d8c54a50
1282,Jose Matos,0.1,0.1,0.7,0.13,0.60,1.8,1.6,2023-2024,28,es ESP,Burgos,es Segunda División,38,3144,34.9,36,2,1,0.1,0.1,0.2,0.1,0.0,0.0,0.0,1.8,1.6,0.0,0.7,0.13,0.60,0.1,21.7,,DF,19fdd28f
1283,Mirko Antonucci,0.1,0.7,1.7,0.05,0.13,0.4,0.6,2023-2024,24,it ITA,2 Teams,it Serie B,32,2096,23.3,26,6,6,0.1,0.0,0.1,0.1,0.0,0.0,0.0,0.4,0.6,0.0,1.7,0.05,0.13,0.7,40.0,,MFFW,91976866
1284,Massimo Luongo,0.1,0.3,1.1,0.08,0.25,1.9,1.3,2023-2024,30,au AUS,Ipswich Town,eng Championship,43,3159,35.1,37,6,0,0.1,0.0,0.1,0.1,0.0,0.0,0.0,1.9,1.3,0.0,1.1,0.08,0.25,0.3,32.4,,MF,967ac6e1
1285,Ousmane Diomande,0.1,0.2,0.7,0.12,0.40,1.0,0.6,2023-2024,19,ci CIV,Sporting CP,pt Primeira Liga,26,2115,23.5,25,1,2,0.1,0.0,0.1,0.1,0.0,0.0,0.0,1.0,0.6,0.0,0.7,0.12,0.40,0.2,29.4,,DF,394be156
1286,Sergiño Dest,0.1,0.4,1.4,0.06,0.22,0.9,0.4,2023-2024,22,us USA,PSV,nl Eredivisie,25,2118,23.5,25,0,2,0.1,0.3,0.3,0.1,0.0,0.0,0.0,0.9,0.4,0.0,1.4,0.06,0.22,0.4,27.3,,DF,5976f83e
1287,Javier Mier,0.1,0.4,1.4,0.06,0.20,1.4,0.5,2023-2024,24,es ESP,2 Teams,es Segunda División,26,1060,11.8,11,15,6,0.1,0.0,0.1,0.1,0.0,0.0,0.0,1.4,0.5,0.0,1.4,0.06,0.20,0.4,31.3,,MF,0370609a
1288,Joel Fujita,0.1,0.2,1.1,0.08,0.50,1.5,1.4,2023-2024,21,jp JPN,Sint-Truiden,be Belgian Pro League,25,1061,11.8,12,13,5,0.1,0.2,0.3,0.1,0.0,0.0,0.0,1.5,1.4,0.0,1.1,0.08,0.50,0.2,15.4,,MF,e57ebd24
1289,Bilal Ould-Chikh,0.1,0.2,1.1,0.08,0.40,0.3,0.2,2023-2024,26,ma MAR,Volendam,nl Eredivisie,25,2125,23.6,25,0,0,0.1,0.3,0.4,0.1,0.0,0.0,0.0,0.3,0.2,0.0,1.1,0.08,0.40,0.2,19.2,,MFFW,a7dd36cf
1290,Kalidou Sidibé,0.1,0.3,1.2,0.07,0.25,0.6,0.9,2023-2024,24,ml MLI,2 Teams,fr Ligue 2,29,2125,23.6,25,4,0,0.1,0.0,0.1,0.1,0.0,0.0,0.0,0.6,0.9,0.0,1.2,0.07,0.25,0.3,28.6,,MFFW,ea540835
1291,Alejandro Francés,0.1,0.3,0.7,0.12,0.30,0.9,1.5,2023-2024,20,es ESP,Zaragoza,es Segunda División,36,3195,35.5,35,1,2,0.1,0.0,0.1,0.1,0.0,0.0,0.0,0.9,1.5,0.0,0.7,0.12,0.30,0.3,38.5,,DF,3e78a188
1292,Hidemasa Morita,0.1,0.3,0.9,0.09,0.33,1.4,0.8,2023-2024,28,jp JPN,Sporting CP,pt Primeira Liga,29,2140,23.8,24,5,0,0.1,0.2,0.3,0.1,0.0,0.0,0.0,1.4,0.8,0.0,0.9,0.09,0.33,0.3,27.3,,MF,a650c75b
1293,Titouan Thomas,0.1,0.3,1.0,0.08,0.25,1.5,0.6,2023-2024,21,fr FRA,Stade Laval,fr Ligue 2,31,1071,11.9,8,23,2,0.1,0.1,0.2,0.1,0.0,0.0,0.0,1.5,0.6,0.0,1.0,0.08,0.25,0.3,33.3,,MF,93c456ba
1294,Arturo Ortiz,0.1,0.3,0.6,0.14,0.33,1.6,2.2,2023-2024,30,mx MEX,2 Teams,mx Liga MX,16,1074,11.9,10,6,12,0.1,0.0,0.1,0.1,0.0,0.0,0.0,1.6,2.2,0.0,0.6,0.14,0.33,0.3,42.9,,DF,03026a5f
1295,Bruno Langa,0.1,0.2,0.9,0.09,0.50,1.2,1.4,2023-2024,25,mz MOZ,Chaves,pt Primeira Liga,15,1075,11.9,12,3,0,0.1,0.0,0.1,0.1,0.0,0.0,0.0,1.2,1.4,0.0,0.9,0.09,0.50,0.2,18.2,,MFDF,72947847
1296,Yakou Méïte,0.1,0.7,2.1,0.04,0.12,0.8,0.2,2023-2024,27,ci CIV,Cardiff City,eng Championship,38,2151,23.9,26,12,1,0.1,0.0,0.1,0.1,0.0,0.0,0.0,0.8,0.2,0.0,2.1,0.04,0.12,0.7,34.0,,FWMF,c55e8ab0
1297,Diego Chávez,0.1,0.2,1.5,0.06,0.50,1.4,0.8,2023-2024,28,mx MEX,FC Juárez,mx Liga MX,19,1076,12.0,14,5,3,0.1,0.1,0.2,0.1,0.0,0.0,0.0,1.4,0.8,0.0,1.5,0.06,0.50,0.2,11.1,,MFFW,3e2406b1
1298,Lorenzo Lucchesi,0.1,0.3,0.5,0.17,0.33,1.5,1.8,2023-2024,20,it ITA,Ternana,it Serie B,25,2154,23.9,25,0,10,0.1,0.0,0.1,0.1,0.0,0.0,0.0,1.5,1.8,0.0,0.5,0.17,0.33,0.3,50.0,,DF,bf5948ea
1299,Matty Pearson,0.1,0.2,0.7,0.13,0.50,0.8,1.1,2023-2024,29,eng ENG,Huddersfield Town,eng Championship,39,3239,36.0,37,2,0,0.1,0.0,0.1,0.1,0.0,0.0,0.0,0.8,1.1,0.0,0.7,0.13,0.50,0.2,25.0,,DF,d54e009e
1300,Jamie Lindsay,0.1,0.2,0.6,0.14,0.50,0.7,0.8,2023-2024,27,sct SCO,Rotherham United,eng Championship,21,1080,12.0,12,9,6,0.1,0.0,0.1,0.1,0.0,0.0,0.0,0.7,0.8,0.0,0.6,0.14,0.50,0.2,28.6,,MF,e36e218a
1301,Joris Kayembe,0.1,0.2,0.8,0.11,0.40,1.7,0.8,2023-2024,28,cd COD,Genk,2 Comps,27,2162,24.0,23,4,10,0.1,0.2,0.2,0.1,0.0,0.0,0.0,1.7,0.8,0.0,0.8,0.11,0.40,0.2,26.3,,DFMF,4657faba
1302,David Herold,0.1,0.2,0.8,0.10,0.50,1.8,1.1,2023-2024,20,de GER,Karlsruher,de 2. Bundesliga,23,1081,12.0,12,11,6,0.1,0.1,0.2,0.1,0.0,0.0,0.0,1.8,1.1,0.0,0.8,0.10,0.50,0.2,20.0,,DF,4e1ba0ae
1303,Gabriele Piccinini,0.1,0.5,1.5,0.06,0.17,0.8,0.4,2023-2024,22,it ITA,Pisa,it Serie B,22,1083,12.0,10,12,14,0.1,0.1,0.2,0.1,0.0,0.0,0.0,0.8,0.4,0.0,1.5,0.06,0.17,0.5,33.3,,MFFW,92e4465e
1304,Rodrigo López,0.1,0.2,1.6,0.05,0.33,1.2,0.3,2023-2024,21,mx MEX,2 Teams,mx Liga MX,23,1083,12.0,12,11,5,0.1,0.1,0.2,0.1,0.0,0.0,0.0,1.2,0.3,0.0,1.6,0.05,0.33,0.2,15.8,,MF,99f03afd
1305,Cris Montes,0.1,0.5,2.1,0.04,0.17,0.8,0.7,2023-2024,25,es ESP,Eldense,es Segunda División,30,1086,12.1,11,19,12,0.1,0.0,0.1,0.1,0.0,0.0,0.0,0.8,0.7,0.0,2.1,0.04,0.17,0.5,24.0,,MF,99620d8e
1306,Roberto de la Rosa,0.1,1.1,4.0,0.02,0.08,0.3,0.2,2023-2024,23,mx MEX,Pachuca,mx Liga MX,22,1086,12.1,14,8,12,0.1,0.1,0.2,0.1,0.0,0.0,0.0,0.3,0.2,0.0,4.0,0.02,0.08,1.1,27.1,,FWMF,d7558a5c
1307,Pavel Pérez,0.1,0.6,2.2,0.04,0.14,1.7,0.2,2023-2024,25,mx MEX,Guadalajara,mx Liga MX,21,1087,12.1,13,8,6,0.1,0.2,0.2,0.1,0.0,0.0,0.0,1.7,0.2,0.0,2.2,0.04,0.14,0.6,25.9,,FWMF,21f7e809
1308,Yann Bodiger,0.1,0.2,0.7,0.11,0.33,1.0,1.2,2023-2024,28,fr FRA,Tenerife,es Segunda División,30,1089,12.1,10,20,6,0.1,0.1,0.2,0.1,0.0,0.0,0.0,1.0,1.2,0.0,0.7,0.11,0.33,0.2,33.3,,MF,8c2c48a9
1309,Manuel Marras,0.1,0.2,1.0,0.08,0.40,1.7,1.0,2023-2024,30,it ITA,Cosenza,it Serie B,33,2182,24.2,28,5,1,0.1,0.3,0.4,0.1,0.0,0.0,0.0,1.7,1.0,0.0,1.0,0.08,0.40,0.2,20.8,,MF,5c4c8f5a
1310,Ricardo Pereira,0.1,0.4,0.7,0.11,0.23,2.0,1.3,2023-2024,29,pt POR,Leicester City,eng Championship,39,3278,36.4,37,2,3,0.1,0.1,0.2,0.1,0.0,0.0,0.0,2.0,1.3,0.0,0.7,0.11,0.23,0.4,48.1,,DF,75a72a99
1311,Siebe Schrijvers,0.1,0.4,1.2,0.00,0.00,1.5,1.6,2023-2024,27,be BEL,OH Leuven,be Belgian Pro League,39,3283,36.5,38,1,0,0.1,0.1,0.2,0.0,0.1,0.1,0.0,1.5,1.6,0.0,1.2,0.00,0.00,0.4,32.6,,MF,746fec7d
1312,Juan Antonio Ros,0.1,0.1,0.6,0.14,1.00,0.8,1.3,2023-2024,27,es ESP,Albacete,es Segunda División,22,1095,12.2,11,11,13,0.1,0.0,0.1,0.1,0.0,0.0,0.0,0.8,1.3,0.0,0.6,0.14,1.00,0.1,14.3,,DF,44415755
1313,Josh Key,0.1,0.1,0.6,0.14,1.00,1.3,0.9,2023-2024,23,eng ENG,Swansea City,eng Championship,29,2192,24.4,25,4,2,0.1,0.0,0.1,0.1,0.0,0.0,0.0,1.3,0.9,0.0,0.6,0.14,1.00,0.1,14.3,,DFMF,98882eb8
1314,Richie Sagrado,0.1,0.3,0.7,0.11,0.29,1.1,0.9,2023-2024,19,be BEL,OH Leuven,be Belgian Pro League,31,2196,24.4,27,4,0,0.1,0.0,0.1,0.1,0.0,0.0,0.0,1.1,0.9,0.0,0.7,0.11,0.29,0.3,38.9,,MFDF,3e3190f1
1315,Miguel Loureiro,0.1,0.2,0.6,0.14,0.38,1.9,1.1,2023-2024,26,es ESP,Huesca,es Segunda División,40,3294,36.6,36,4,1,0.1,0.0,0.1,0.1,0.0,0.0,0.0,1.9,1.1,0.0,0.6,0.14,0.38,0.2,38.1,,DF,8611e214
1316,Giovanni Zaro,0.1,0.1,0.4,0.21,0.75,1.2,1.4,2023-2024,29,it ITA,Modena,it Serie B,37,3295,36.6,37,0,0,0.1,0.0,0.1,0.1,0.0,0.0,0.0,1.2,1.4,0.0,0.4,0.21,0.75,0.1,28.6,,DF,1ead1c00
1317,Gonzalo Abrego,0.1,0.3,1.5,0.06,0.25,1.6,0.8,2023-2024,23,ar ARG,Cremonese,it Serie B,22,1102,12.2,11,11,15,0.1,0.0,0.1,0.1,0.0,0.0,0.0,1.6,0.8,0.0,1.5,0.06,0.25,0.3,22.2,,MF,de8bad41
1318,Jan Gyamerah,0.1,0.1,0.7,0.06,0.33,1.5,1.1,2023-2024,28,de GER,Nürnberg,de 2. Bundesliga,28,2205,24.5,25,3,1,0.1,0.1,0.2,0.0,0.0,0.0,0.0,1.5,1.1,0.0,0.7,0.06,0.33,0.1,18.8,,DF,0faca7a5
1319,Bart Vriends,0.1,0.2,0.4,0.18,0.40,0.8,1.2,2023-2024,32,nl NED,Sparta Rotterdam,nl Eredivisie,26,2205,24.5,26,0,1,0.1,0.0,0.1,0.1,0.0,0.0,0.0,0.8,1.2,0.0,0.4,0.18,0.40,0.2,45.5,,DF,2e4bc188
