,Player,Nation,Team,Comp,Pos,90s,Age,Ast,G+A,G-PK,G/Sh,G/SoT,Gls/90,Int/90,MP,Min,PK,PKatt,PKm,Sh/90,SoT%,SoT/90,Starts,Subs,TklW/90,unSub,Gls,Int,Sh,SoT
6416,Lewis Mayo,Scotland,Kilmarnock,sct Scottish Premiership,DF,35.6,23.0,0.0,0.0,0.0,0.2,1.0,0.0,1.0,36.0,3207.0,0.0,0.0,0.0,0.1,20.0,0.0,36.0,0.0,1.0,0.0,,,,
6417,Dion Sanderson,England,Birmingham City,eng Championship,DF,36.7,23.0,0.0,0.0,0.0,0.08,0.33,0.0,1.2,37.0,3300.0,0.0,0.0,0.0,0.3,25.0,0.1,37.0,0.0,0.6,1.0,,,,
6418,Ryan Bennett,England,Cambridge United,eng League One,DF,36.7,33.0,0.0,0.0,0.0,0.09,0.25,0.0,1.0,41.0,3301.0,0.0,0.0,0.0,0.3,36.4,0.1,37.0,4.0,0.5,3.0,,,,
6419,Jesper Daland,Norway,Cercle Brugge,be Belgian Pro League,DF,36.9,23.0,0.0,0.1,0.0,0.05,0.14,0.0,1.5,39.0,3321.0,0.0,0.0,0.0,0.6,31.8,0.2,37.0,2.0,1.3,0.0,,,,
6420,Ferdi Kadioglu,Turkey,Fenerbahçe,tr Süper Lig,DF,37.0,23.0,0.1,0.1,0.0,0.03,0.07,0.0,1.0,37.0,3326.0,0.0,0.0,0.0,0.9,42.4,0.4,37.0,0.0,1.5,0.0,,,,
6421,Boyd Reith,Netherlands,Roda JC,nl Eerste Divisie,DF,37.0,24.0,0.1,0.2,0.0,0.09,0.25,0.0,1.5,37.0,3330.0,0.0,0.0,0.0,0.3,36.4,0.1,37.0,0.0,1.8,0.0,,,,
6422,Jack Currie,England,AFC Wimbledon,eng League Two,DFMF,37.5,20.0,0.0,0.1,0.0,0.06,0.14,0.0,2.1,39.0,3378.0,0.0,0.0,0.0,0.5,38.9,0.2,38.0,1.0,1.5,0.0,,,,
6423,Jay Williams,Saint Kitts and Nevis,Crawley Town,eng League Two,MFDF,37.8,22.0,0.1,0.1,0.0,0.04,0.2,0.0,2.4,40.0,3402.0,0.0,0.0,0.0,0.7,18.5,0.1,40.0,0.0,1.0,0.0,,,,
6424,Erik Schouten,Netherlands,Willem II,nl Eerste Divisie,DF,37.9,31.0,0.0,0.1,0.0,0.1,0.33,0.0,1.3,38.0,3412.0,0.0,0.0,0.0,0.3,30.0,0.1,38.0,0.0,0.8,0.0,,,,
6425,Luke Woolfenden,England,Ipswich Town,eng Championship,DF,40.1,24.0,0.0,0.0,0.0,0.17,1.0,0.0,1.2,41.0,3612.0,0.0,0.0,0.0,0.1,16.7,0.0,40.0,1.0,0.6,5.0,,,,
6426,Jamie Robson,Scotland,Forest Green Rovers,eng League Two,DFMF,40.4,25.0,0.0,0.0,0.0,0.08,0.25,0.0,1.5,46.0,3640.0,0.0,0.0,0.0,0.3,30.8,0.1,42.0,4.0,1.4,0.0,,,,
6427,Joel Senior,Jamaica,Morecambe,eng League Two,DF,41.3,35.0,0.1,0.1,0.0,0.07,0.13,0.0,0.9,43.0,3715.0,0.0,0.0,0.0,0.3,57.1,0.2,43.0,0.0,1.1,1.0,,,,
6428,Joe Kizzi,England,Sutton United,eng League Two,DF,45.0,30.0,0.1,0.1,0.0,0.05,0.13,0.0,0.9,46.0,4046.0,0.0,0.0,0.0,0.5,36.4,0.2,45.0,1.0,0.6,0.0,,,,
6429,Onel Hernández,Cuba,Norwich City,eng Championship,MF,13.2,30.0,0.2,0.2,0.0,0.0,0.0,0.0,0.9,30.0,1184.0,0.0,0.0,0.0,1.7,13.6,0.2,13.0,17.0,1.1,1.0,,,,
6430,Cédric Hountondji,Benin,Angers,fr Ligue 2,DF,30.4,29.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,32.0,2734.0,0.0,0.0,0.0,0.5,21.4,0.1,31.0,1.0,0.8,2.0,,,,
6431,Gennaro Acampora,Italy,Bari,it Serie B,MF,13.0,29.0,0.2,0.2,0.0,0.0,0.0,0.0,0.5,20.0,1174.0,0.0,0.0,0.0,1.2,18.8,0.2,14.0,6.0,1.8,12.0,,,,
6432,Fabian Holland,Germany,Darmstadt 98,de Bundesliga,MFDF,20.4,33.0,0.1,0.1,0.0,0.0,0.0,0.0,1.1,23.0,1835.0,0.0,0.0,0.0,0.5,27.3,0.1,23.0,0.0,1.2,0.0,,,,
6433,Sebastiaan Bornauw,Belgium,Wolfsburg,de Bundesliga,DF,15.9,24.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,20.0,1431.0,0.0,0.0,0.0,0.6,40.0,0.3,16.0,4.0,0.8,7.0,,,,
6434,Francisco Contreras,Mexico,Tijuana,mx Liga MX,DFMF,23.1,24.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,28.0,2080.0,0.0,0.0,0.0,0.5,16.7,0.1,24.0,4.0,1.3,0.0,,,,
6435,Elliott Bennett,England,Shrewsbury Town,eng League One,MF,16.5,34.0,0.2,0.2,0.0,0.0,0.0,0.0,1.2,33.0,1482.0,0.0,0.0,0.0,0.9,21.4,0.2,17.0,16.0,1.5,9.0,,,,
6436,Pablo Ramon,Spain,CD Mirandés,es Segunda División,DF,33.1,22.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,35.0,2980.0,0.0,0.0,0.0,0.7,9.1,0.1,33.0,2.0,1.0,0.0,,,,
6437,Tom Knowles,England,Walsall,eng League Two,MF,27.6,24.0,0.1,0.1,0.0,0.0,0.0,0.0,1.4,33.0,2487.0,0.0,0.0,0.0,2.1,28.8,0.6,29.0,4.0,1.3,0.0,,,,
6438,David Alaba,Austria,Real Madrid,es La Liga,DF,12.8,31.0,0.1,0.1,0.0,0.0,0.0,0.0,1.2,14.0,1154.0,0.0,0.0,0.0,1.1,28.6,0.3,14.0,0.0,0.7,1.0,,,,
6439,Stephen Quemper,France,Ajaccio,fr Ligue 2,DF,21.0,30.0,0.1,0.1,0.0,0.0,0.0,0.0,1.5,25.0,1887.0,0.0,0.0,0.0,0.1,33.3,0.0,23.0,2.0,1.4,3.0,,,,
6440,Gabriel Lacerda,Brazil,Sydney FC,au A-League Men,DF,20.1,23.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,22.0,1812.0,0.0,0.0,0.0,0.8,18.8,0.1,19.0,3.0,0.8,4.0,,,,
6441,Théo Barbet,France,Almere City,nl Eredivisie,DF,20.2,22.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,29.0,1818.0,0.0,0.0,0.0,0.3,14.3,0.0,19.0,10.0,0.6,1.0,,,,
6442,Benoît Badiashile,France,Chelsea,eng Premier League,DF,14.9,22.0,0.1,0.1,0.0,0.0,0.0,0.0,1.2,18.0,1338.0,0.0,0.0,0.0,0.4,16.7,0.1,15.0,3.0,1.0,7.0,,,,
6443,Matteo Meisl,Austria,Austria Wien,at Austrian Bundesliga,DF,12.8,22.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,17.0,1150.0,0.0,0.0,0.0,0.2,33.3,0.1,12.0,5.0,1.1,15.0,,,,
6444,Rai Marchán,Spain,2 Teams,2 Comps,MF,11.4,29.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1,25.0,1023.0,0.0,0.0,0.0,0.7,25.0,0.2,10.0,15.0,2.3,2.0,,,,
6445,Alessio Iovine,Italy,Como,it Serie B,DFMF,17.1,32.0,0.4,0.4,0.0,0.0,0.0,0.0,0.8,26.0,1542.0,0.0,0.0,0.0,0.7,25.0,0.2,18.0,8.0,1.3,6.0,,,,
6446,Brad Walker,England,Tranmere Rovers,eng League Two,MF,22.5,27.0,0.3,0.3,0.0,0.0,0.0,0.0,1.0,28.0,2023.0,0.0,0.0,0.0,0.8,27.8,0.2,27.0,1.0,1.6,7.0,,,,
6447,Cihan Çanak,Turkey,Standard Liège,be Belgian Pro League,MF,12.3,18.0,0.2,0.2,0.0,0.0,0.0,0.0,0.5,29.0,1103.0,0.0,0.0,0.0,1.0,25.0,0.2,11.0,18.0,0.9,3.0,,,,
6448,Matías Viña,Uruguay,Sassuolo,it Serie A,DF,11.3,25.0,0.3,0.3,0.0,0.0,0.0,0.0,0.8,15.0,1014.0,0.0,0.0,0.0,0.7,25.0,0.2,13.0,2.0,1.8,0.0,,,,
6449,Giorgi Aburjania,Georgia,Hatayspor,tr Süper Lig,MF,13.9,28.0,0.1,0.1,0.0,0.0,0.0,0.0,0.9,20.0,1248.0,0.0,0.0,0.0,0.6,37.5,0.2,15.0,5.0,0.7,7.0,,,,
6450,Elías Hernández,Mexico,León,mx Liga MX,MFFW,14.5,35.0,0.3,0.3,0.0,0.0,0.0,0.0,0.5,24.0,1304.0,0.0,0.0,0.0,1.7,25.0,0.4,18.0,6.0,1.0,4.0,,,,
6451,James Plant,England,Port Vale,eng League One,MFDF,17.4,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,26.0,1563.0,0.0,0.0,0.0,0.9,37.5,0.3,17.0,9.0,1.4,4.0,,,,
6452,Leeroy Owusu,Netherlands,Odense,dk Danish Superliga,DFMF,25.4,26.0,0.2,0.2,0.0,0.0,0.0,0.0,0.6,28.0,2284.0,0.0,0.0,0.0,0.6,35.7,0.2,27.0,1.0,0.9,0.0,,,,
6453,Soner Gönül,Turkey,Samsunspor,tr Süper Lig,DF,21.4,26.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,24.0,1930.0,0.0,0.0,0.0,0.7,14.3,0.1,22.0,2.0,1.7,12.0,,,,
6454,Osman Kakay,Sierra Leone,Queens Park Rangers,eng Championship,DF,17.5,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,23.0,1575.0,0.0,0.0,0.0,0.4,14.3,0.1,18.0,5.0,1.4,3.0,,,,
6455,Victor Wernersson,Sweden,NAC Breda,nl Eerste Divisie,DF,12.5,28.0,0.2,0.2,0.0,0.0,0.0,0.0,1.7,18.0,1124.0,0.0,0.0,0.0,0.4,60.0,0.2,15.0,3.0,2.3,13.0,,,,
6456,Mário Rui,Portugal,Napoli,it Serie A,DF,13.4,32.0,0.1,0.1,0.0,0.0,0.0,0.0,1.2,21.0,1205.0,0.0,0.0,0.0,0.4,40.0,0.1,14.0,7.0,1.1,10.0,,,,
6457,Denys Kulakov,Ukraine,Ural Yekaterinburg,ru Russian Premier League,DFMF,24.3,37.0,0.1,0.1,0.0,0.0,0.0,0.0,0.7,26.0,2188.0,0.0,0.0,0.0,0.3,14.3,0.0,26.0,0.0,1.6,3.0,,,,
6458,Marco Sala,Italy,Como,it Serie B,DFMF,20.4,24.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,29.0,1839.0,0.0,0.0,0.0,0.3,14.3,0.0,20.0,9.0,1.6,9.0,,,,
6459,John Koutroumbis,Australia,Perth Glory,au A-League Men,DF,18.6,25.0,0.2,0.2,0.0,0.0,0.0,0.0,1.7,24.0,1674.0,0.0,0.0,0.0,0.8,28.6,0.2,20.0,4.0,1.7,0.0,,,,
6460,Salem M'bakata,DR Congo,Gaziantep FK,tr Süper Lig,DFMF,21.1,25.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,28.0,1902.0,0.0,0.0,0.0,0.3,14.3,0.0,22.0,6.0,0.9,7.0,,,,
6461,Tunmise Sobowale,Republic of Ireland,Shrewsbury Town,eng League One,MFFW,11.5,24.0,0.1,0.1,0.0,0.0,0.0,0.0,0.2,29.0,1032.0,0.0,0.0,0.0,0.8,11.1,0.1,10.0,19.0,0.3,9.0,,,,
6462,Norman Theuerkauf,Germany,Heidenheim,de Bundesliga,MFDF,14.0,36.0,0.1,0.1,0.0,0.0,0.0,0.0,1.1,25.0,1259.0,0.0,0.0,0.0,0.5,28.6,0.1,14.0,11.0,1.3,8.0,,,,
6463,Marko Stolnik,Croatia,UTA Arad,ro Liga I,DF,26.4,27.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7,30.0,2374.0,0.0,0.0,0.0,0.5,23.1,0.1,26.0,4.0,1.0,5.0,,,,
6464,Dane Ingham,New Zealand,Newcastle Jets,au A-League Men,DF,26.5,24.0,0.1,0.1,0.0,0.0,0.0,0.0,0.9,27.0,2385.0,0.0,0.0,0.0,0.3,12.5,0.0,26.0,1.0,1.4,0.0,,,,
6465,Alhassan Yusuf,Nigeria,Antwerp,be Belgian Pro League,MF,19.7,23.0,0.1,0.1,0.0,0.0,0.0,0.0,1.1,30.0,1771.0,0.0,0.0,0.0,0.5,11.1,0.1,18.0,12.0,2.0,4.0,,,,
6466,Duccio Degl'Innocenti,Italy,Calcio Lecco 1912,it Serie B,MF,17.6,20.0,0.1,0.1,0.0,0.0,0.0,0.0,1.4,29.0,1581.0,0.0,0.0,0.0,1.4,20.8,0.3,19.0,10.0,1.4,7.0,,,,
6467,Miguel Barbieri,Argentina,Querétaro,mx Liga MX,DF,21.8,29.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1,24.0,1965.0,0.0,0.0,0.0,0.5,41.7,0.2,22.0,2.0,1.3,3.0,,,,
6468,Jonny Yull,Australia,Adelaide United,au A-League Men,MF,10.2,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,18.0,917.0,0.0,0.0,0.0,1.2,8.3,0.1,11.0,7.0,0.3,1.0,,,,
6469,Ismaël Diomandé,Ivory Coast,Petrolul Ploiești,ro Liga I,MF,12.3,30.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,26.0,1105.0,0.0,0.0,0.0,1.2,6.7,0.1,11.0,15.0,1.1,2.0,,,,
6470,Riley Warland,Australia,Perth Glory,au A-League Men,DF,12.7,21.0,0.2,0.2,0.0,0.0,0.0,0.0,1.3,17.0,1146.0,0.0,0.0,0.0,0.5,28.6,0.2,14.0,3.0,0.7,2.0,,,,
6471,Gavin Whyte,Northern Ireland,Portsmouth,eng League One,MFFW,12.3,27.0,0.2,0.2,0.0,0.0,0.0,0.0,0.4,29.0,1110.0,0.0,0.0,0.0,1.5,26.3,0.4,12.0,17.0,0.9,4.0,,,,
6472,Aurele Amenda,Switzerland,Young Boys,ch Swiss Super League,DF,20.7,20.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,23.0,1861.0,0.0,0.0,0.0,0.6,30.8,0.2,21.0,2.0,0.7,12.0,,,,
6473,Eli Dasa,Israel,Dynamo Moscow,ru Russian Premier League,DF,17.8,30.0,0.1,0.1,0.0,0.0,0.0,0.0,1.5,20.0,1601.0,0.0,0.0,0.0,0.6,9.1,0.1,17.0,3.0,1.0,4.0,,,,
6474,Mohamed Al Taay,Iraq,Wellington Phoenix,au A-League Men,MFDF,14.1,23.0,0.1,0.1,0.0,0.0,0.0,0.0,0.8,25.0,1271.0,0.0,0.0,0.0,0.8,45.5,0.4,17.0,8.0,1.4,1.0,,,,
6475,Ricardo Esgaio,Portugal,Sporting CP,pt Primeira Liga,MF,16.6,30.0,0.2,0.2,0.0,0.0,0.0,0.0,0.6,28.0,1497.0,0.0,0.0,0.0,0.4,33.3,0.1,19.0,9.0,1.3,5.0,,,,
6476,Egor Filipenko,Belarus,Ural Yekaterinburg,ru Russian Premier League,DF,12.6,35.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,16.0,1134.0,0.0,0.0,0.0,0.6,57.1,0.3,14.0,2.0,0.8,8.0,,,,
6477,Nikolas Veratschnig,Austria,Wolfsberger AC,at Austrian Bundesliga,MFDF,18.5,20.0,0.1,0.1,0.0,0.0,0.0,0.0,2.2,24.0,1669.0,0.0,0.0,0.0,0.9,31.3,0.3,17.0,7.0,1.6,0.0,,,,
6478,Martin Spelmann,Denmark,Hvidovre IF,dk Danish Superliga,MFDF,18.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,26.0,1621.0,0.0,0.0,0.0,1.2,36.4,0.4,19.0,7.0,1.4,3.0,,,,
6479,Adrià Vilanova,Spain,Andorra,es Segunda División,DF,16.8,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,20.0,1511.0,0.0,0.0,0.0,0.2,25.0,0.1,16.0,4.0,0.7,15.0,,,,
6480,Salih Özcan,Turkey,Dortmund,de Bundesliga,MF,13.2,25.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,23.0,1184.0,0.0,0.0,0.0,0.4,40.0,0.2,13.0,10.0,1.0,9.0,,,,
6481,Fahd Moufi,Morocco,Hajduk Split,hr Hrvatska NL,DF,17.3,27.0,0.1,0.1,0.0,0.0,0.0,0.0,1.1,28.0,1560.0,0.0,0.0,0.0,0.7,15.4,0.1,17.0,11.0,1.4,0.0,,,,
6482,Yevgeni Chernov,Russia,Rostov,ru Russian Premier League,DF,18.6,30.0,0.1,0.1,0.0,0.0,0.0,0.0,0.8,23.0,1677.0,0.0,0.0,0.0,0.4,28.6,0.1,19.0,4.0,0.7,3.0,,,,
6483,Nampalys Mendy,Senegal,Lens,fr Ligue 1,MF,11.7,31.0,0.1,0.1,0.0,0.0,0.0,0.0,1.1,16.0,1052.0,0.0,0.0,0.0,0.6,28.6,0.2,13.0,3.0,1.6,8.0,,,,
6484,Patrik Carlgren,Sweden,Randers,dk Danish Superliga,GK,32.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,2880.0,0.0,0.0,0.0,0.0,100.0,0.0,32.0,0.0,0.0,0.0,,,,
6485,Nikola Maksimović,Serbia,Hatayspor,tr Süper Lig,DF,15.1,31.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,18.0,1359.0,0.0,0.0,0.0,0.3,20.0,0.1,15.0,3.0,0.5,7.0,,,,
6486,Paweł Dawidowicz,Poland,Hellas Verona,it Serie A,DF,23.8,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,28.0,2143.0,0.0,0.0,0.0,0.4,11.1,0.0,25.0,3.0,1.3,2.0,,,,
6487,Raúl López Gómez,Mexico,Santos Laguna,mx Liga MX,DF,12.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,24.0,1077.0,0.0,0.0,0.0,0.5,33.3,0.2,10.0,14.0,1.8,7.0,,,,
6488,Joran Hardeman,Netherlands,De Graafschap,nl Eerste Divisie,DF,16.2,21.0,0.1,0.1,0.0,0.0,0.0,0.0,1.2,19.0,1462.0,0.0,0.0,0.0,0.9,50.0,0.4,17.0,2.0,0.6,11.0,,,,
6489,Valber Huerta,Chile,Toluca,mx Liga MX,DF,22.3,29.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,23.0,2006.0,0.0,0.0,0.0,0.8,11.1,0.1,23.0,0.0,0.8,1.0,,,,
6490,Danny Amos,Northern Ireland,2 Teams,2 Comps,DF,22.0,23.0,0.1,0.1,0.0,0.0,0.0,0.0,0.8,25.0,1984.0,0.0,0.0,0.0,0.2,40.0,0.1,23.0,2.0,0.6,2.0,,,,
6491,Joe Anderson,England,Shrewsbury Town,eng League One,DF,20.7,22.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,24.0,1862.0,0.0,0.0,0.0,0.2,60.0,0.1,20.0,4.0,1.0,9.0,,,,
6492,Constantin Reiner,Austria,Rheindorf Altach,at Austrian Bundesliga,DF,20.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7,23.0,1801.0,0.0,0.0,0.0,0.9,15.8,0.1,21.0,2.0,1.2,0.0,,,,
6493,Juan Gauto,Argentina,Basel,ch Swiss Super League,MF,11.2,19.0,0.1,0.1,0.0,0.0,0.0,0.0,0.7,22.0,1004.0,0.0,0.0,0.0,1.2,30.8,0.4,12.0,10.0,1.2,9.0,,,,
6494,Michał Karbownik,Poland,Hertha BSC,de 2. Bundesliga,DF,22.7,22.0,0.1,0.1,0.0,0.0,0.0,0.0,0.8,24.0,2040.0,0.0,0.0,0.0,0.3,14.3,0.0,23.0,1.0,1.0,3.0,,,,
6495,Adonis Frías,Argentina,León,mx Liga MX,DF,30.2,25.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,31.0,2721.0,0.0,0.0,0.0,1.3,18.4,0.2,30.0,1.0,1.1,2.0,,,,
6496,Sascha Mockenhaupt,Germany,Wehen Wiesbaden,de 2. Bundesliga,DFMF,21.4,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,32.0,1928.0,0.0,0.0,0.0,0.3,16.7,0.0,21.0,11.0,1.2,2.0,,,,
6497,Yuta Nakayama,Japan,Huddersfield Town,eng Championship,DFMF,18.8,26.0,0.1,0.1,0.0,0.0,0.0,0.0,0.8,23.0,1695.0,0.0,0.0,0.0,0.2,25.0,0.1,18.0,5.0,1.0,8.0,,,,
6498,Andrei Mendel,Russia,Fakel Voronezh,ru Russian Premier League,MFDF,13.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,15.0,1172.0,0.0,0.0,0.0,0.4,20.0,0.1,13.0,2.0,1.1,3.0,,,,
6499,David Kiki,Benin,Farul Constanța,ro Liga I,DFMF,20.6,29.0,0.1,0.1,0.0,0.0,0.0,0.0,1.1,25.0,1858.0,0.0,0.0,0.0,0.2,50.0,0.1,22.0,3.0,0.8,3.0,,,,
6500,David Schnegg,Austria,Sturm Graz,at Austrian Bundesliga,DF,20.1,24.0,0.2,0.2,0.0,0.0,0.0,0.0,1.2,28.0,1808.0,0.0,0.0,0.0,0.7,14.3,0.1,20.0,8.0,1.1,0.0,,,,
6501,Luka Škaričić,Croatia,Varaždin,hr Hrvatska NL,DF,12.4,21.0,0.1,0.1,0.0,0.0,0.0,0.0,1.1,25.0,1119.0,0.0,0.0,0.0,0.5,33.3,0.2,11.0,14.0,1.3,10.0,,,,
6502,Colin Kleine-Bekel,Germany,Holstein Kiel,de 2. Bundesliga,DF,23.5,20.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,24.0,2118.0,0.0,0.0,0.0,0.3,12.5,0.0,24.0,0.0,0.7,0.0,,,,
6503,Igor Dmitriev,Russia,Ural Yekaterinburg,ru Russian Premier League,MFFW,13.2,19.0,0.2,0.2,0.0,0.0,0.0,0.0,0.4,26.0,1189.0,0.0,0.0,0.0,1.2,25.0,0.3,11.0,15.0,1.4,3.0,,,,
6504,Erik Pieters,Netherlands,West Bromwich Albion,eng Championship,DF,17.5,34.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,22.0,1573.0,0.0,0.0,0.0,0.3,20.0,0.1,19.0,3.0,0.8,16.0,,,,
6505,Rubén Peña,Spain,Osasuna,es La Liga,DFMF,23.2,32.0,0.1,0.1,0.0,0.0,0.0,0.0,1.2,29.0,2088.0,0.0,0.0,0.0,0.7,29.4,0.2,26.0,3.0,0.9,2.0,,,,
6506,Sergio Ruiz,Spain,Granada,es La Liga,MF,27.7,28.0,0.1,0.1,0.0,0.0,0.0,0.0,1.0,35.0,2494.0,0.0,0.0,0.0,0.5,7.7,0.0,30.0,5.0,1.7,1.0,,,,
6507,Joe Caletti,Australia,Brisbane,au A-League Men,MF,14.0,24.0,0.1,0.1,0.0,0.0,0.0,0.0,0.7,19.0,1262.0,0.0,0.0,0.0,1.0,28.6,0.3,16.0,3.0,0.9,0.0,,,,
6508,Hiroki Ito,Japan,Stuttgart,de Bundesliga,DF,24.8,24.0,0.1,0.1,0.0,0.0,0.0,0.0,1.3,26.0,2228.0,0.0,0.0,0.0,0.7,22.2,0.2,25.0,1.0,0.7,0.0,,,,
6509,Jakub Łabojko,Poland,Ternana,it Serie B,MF,14.6,25.0,0.1,0.1,0.0,0.0,0.0,0.0,1.4,23.0,1310.0,0.0,0.0,0.0,0.8,16.7,0.1,18.0,5.0,1.0,12.0,,,,
6510,Elias Jelert,Denmark,FC Copenhagen,dk Danish Superliga,DFMF,24.3,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,28.0,2187.0,0.0,0.0,0.0,0.4,11.1,0.0,25.0,3.0,1.4,2.0,,,,
6511,Lamine Fomba,France,Saint-Étienne,fr Ligue 2,MF,13.3,25.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,28.0,1193.0,0.0,0.0,0.0,1.4,42.1,0.6,14.0,14.0,1.1,6.0,,,,
6512,Navajo Bakboord,Netherlands,Heracles Almelo,nl Eredivisie,DF,18.7,24.0,0.1,0.1,0.0,0.0,0.0,0.0,0.8,22.0,1683.0,0.0,0.0,0.0,0.3,16.7,0.1,20.0,2.0,1.6,5.0,,,,
6513,Mohammed Naji,Saudi Arabia,Abha,sa Saudi Pro League,DFMF,13.7,29.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,18.0,1232.0,0.0,0.0,0.0,0.1,100.0,0.1,16.0,2.0,1.6,10.0,,,,
6514,Ayush Adhikari,India,Chennaiyin,in Indian Super League,MF,13.8,23.0,0.1,0.1,0.0,0.0,0.0,0.0,0.7,20.0,1242.0,0.0,0.0,0.0,0.5,14.3,0.1,15.0,5.0,1.1,0.0,,,,
6515,Aïssa Laïdouni,Tunisia,Union Berlin,de Bundesliga,MF,11.9,26.0,0.3,0.3,0.0,0.0,0.0,0.0,1.0,23.0,1071.0,0.0,0.0,0.0,1.1,38.5,0.4,10.0,13.0,1.0,7.0,,,,
6516,Aihen Muñoz,Spain,Real Sociedad,es La Liga,DF,12.5,25.0,0.2,0.2,0.0,0.0,0.0,0.0,0.6,21.0,1127.0,0.0,0.0,0.0,0.6,28.6,0.2,11.0,10.0,1.8,0.0,,,,
6517,Jason Pendant,Vietnam,Quevilly-Rouen,fr Ligue 2,DF,27.5,26.0,0.1,0.1,0.0,0.0,0.0,0.0,1.4,33.0,2471.0,0.0,0.0,0.0,0.5,30.8,0.1,29.0,4.0,1.2,3.0,,,,
6518,Sauli Väisänen,Finland,2 Teams,2 Comps,DF,10.3,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,17.0,931.0,0.0,0.0,0.0,1.0,20.0,0.2,11.0,6.0,0.4,7.0,,,,
6519,Burak Kapacak,Turkey,Sivasspor,tr Süper Lig,DFMF,12.0,23.0,0.2,0.2,0.0,0.0,0.0,0.0,0.7,18.0,1080.0,0.0,0.0,0.0,1.0,41.7,0.4,12.0,6.0,0.7,4.0,,,,
6520,Sebastian Pasquali,Australia,Western United,au A-League Men,MF,13.8,23.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7,21.0,1246.0,0.0,0.0,0.0,0.7,11.1,0.1,14.0,7.0,1.2,1.0,,,,
6521,Fankaty Dabo,England,Forest Green Rovers,eng League Two,DFMF,20.7,27.0,0.1,0.1,0.0,0.0,0.0,0.0,0.7,31.0,1867.0,0.0,0.0,0.0,0.5,9.1,0.0,22.0,9.0,1.7,0.0,,,,
6522,Renato Gojković,Bosnia and Herzegovina,Orenburg,ru Russian Premier League,DF,14.4,27.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,15.0,1295.0,0.0,0.0,0.0,0.9,23.1,0.2,14.0,1.0,0.5,6.0,,,,
6523,Miguel Lopes,Portugal,Estrela,pt Primeira Liga,DF,14.7,36.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,17.0,1320.0,0.0,0.0,0.0,0.5,14.3,0.1,17.0,0.0,1.6,2.0,,,,
6524,Florian Hoxha,Kosovo,Grasshopper,ch Swiss Super League,DF,14.3,22.0,0.1,0.1,0.0,0.0,0.0,0.0,1.7,19.0,1287.0,0.0,0.0,0.0,0.3,25.0,0.1,14.0,5.0,1.4,19.0,,,,
6525,Salman Al-Moasher,Saudi Arabia,Al-Ta'ee,sa Saudi Pro League,MFFW,10.6,34.0,0.1,0.1,0.0,0.0,0.0,0.0,1.1,18.0,953.0,0.0,0.0,0.0,0.5,40.0,0.2,10.0,8.0,0.7,9.0,,,,
6526,Jerry Lalrinzuala,India,Odisha,in Indian Super League,DF,18.5,25.0,0.1,0.1,0.0,0.0,0.0,0.0,0.9,20.0,1665.0,0.0,0.0,0.0,0.3,40.0,0.1,19.0,1.0,0.8,2.0,,,,
