,,,,,,,,,,,,,,,,,,,,Per 90,Per 90,Per 90,Per 90,Per 90,Per 90,Per 90,Per 90,,,Per 90,Per 90,Per 90,Per 90,Per 90,Per 90,,-additional
,,,,,,,,,,,,,,Playing Time,Playing Time,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,,,,Standard,Standard,Standard,Standard,Standard,Standard,,-9999
Rk,Player,Gls/90,SoT/90,Sh/90,G/Sh,G/SoT,TklW/90,Int/90,Season,Age,Nation,Team,Comp,MP,Min▼,90s,Starts,Subs,unSub,Gls/90,Ast,G+A,G-PK,PK,PKatt,PKm,TklW/90,Int/90,Tkl+Int,Sh/90,G/Sh,G/SoT,SoT/90,SoT%,FK,Pos,-9999
3013,Strahinja Pavlović,0.1,0.2,0.7,0.16,0.60,1.7,1.9,2023-2024,22,rs SRB,RB Salzburg,at Austrian Bundesliga,26,2287,25.4,26,0,1,0.1,0.1,0.2,0.1,0.0,0.0,0.0,1.7,1.9,0.0,0.7,0.16,0.60,0.2,26.3,,DF,25146df0
3014,Max Balard,0.1,0.3,0.7,0.16,0.38,1.1,1.5,2023-2024,22,au AUS,Central Coast Mariners,au A-League Men,26,2287,25.4,26,0,0,0.1,0.1,0.2,0.1,0.0,0.0,0.0,1.1,1.5,0.0,0.7,0.16,0.38,0.3,42.1,,MF,dd3c8b64
3015,Amadou Haidara,0.1,0.5,1.2,0.10,0.22,1.6,1.2,2023-2024,25,ml MLI,RB Leipzig,de Bundesliga,21,1526,17.0,19,2,2,0.1,0.1,0.2,0.1,0.0,0.0,0.0,1.6,1.2,0.0,1.2,0.10,0.22,0.5,42.9,,MF,92432bc6
3016,Fabian Schär,0.1,0.3,1.0,0.11,0.44,0.7,1.0,2023-2024,31,ch SUI,Newcastle United,eng Premier League,36,3054,33.9,35,1,0,0.1,0.0,0.1,0.1,0.0,0.0,0.0,0.7,1.0,0.0,1.0,0.11,0.44,0.3,25.7,,DF,c8aa95da
3017,Rhyan Grant,0.1,0.3,0.8,0.15,0.43,1.8,1.7,2023-2024,32,au AUS,Sydney FC,au A-League Men,26,2291,25.5,25,1,0,0.1,0.1,0.2,0.1,0.0,0.0,0.0,1.8,1.7,0.0,0.8,0.15,0.43,0.3,35.0,,DF,d35447bf
3018,Joe Powell,0.1,0.4,1.5,0.06,0.27,1.1,0.9,2023-2024,24,eng ENG,Burton Albion,eng League One,44,3821,42.5,44,0,0,0.1,0.0,0.2,0.1,0.0,0.1,0.0,1.1,0.9,0.0,1.5,0.06,0.27,0.4,24.2,,MF,a0961a90
3019,Stephen Eustáquio,0.1,0.3,1.1,0.11,0.40,1.6,0.9,2023-2024,26,ca CAN,Porto,pt Primeira Liga,28,1529,17.0,16,12,3,0.1,0.1,0.2,0.1,0.0,0.0,0.0,1.6,0.9,0.0,1.1,0.11,0.40,0.3,26.3,,MF,577efaec
3020,Sei Muroya,0.1,0.3,1.1,0.11,0.40,0.6,0.9,2023-2024,29,jp JPN,Hannover 96,de 2. Bundesliga,25,1529,17.0,15,10,2,0.1,0.2,0.3,0.1,0.0,0.0,0.0,0.6,0.9,0.0,1.1,0.11,0.40,0.3,27.8,,MFDF,dc507a91
3021,Jonathan Viera,0.1,0.6,1.5,0.00,0.00,0.8,0.2,2023-2024,33,es ESP,2 Teams,es La Liga,21,1529,17.0,19,2,2,0.1,0.2,0.4,0.0,0.1,0.1,0.0,0.8,0.2,0.0,1.5,0.00,0.00,0.6,42.3,,MFFW,efa708aa
3022,Vetle Dragsnes,0.1,0.2,0.7,0.16,0.75,1.5,0.8,2023-2024,29,no NOR,Charleroi,be Belgian Pro League,29,2294,25.5,26,3,1,0.1,0.1,0.2,0.1,0.0,0.0,0.0,1.5,0.8,0.0,0.7,0.16,0.75,0.2,21.1,,MFDF,6062bd22
3023,Ricard Sánchez,0.1,0.2,0.5,0.21,0.60,0.7,0.5,2023-2024,23,es ESP,Granada,es La Liga,33,2295,25.5,25,8,4,0.1,0.0,0.1,0.1,0.0,0.0,0.0,0.7,0.5,0.0,0.5,0.21,0.60,0.2,35.7,,DF,fce521d7
3024,Diego Medina,0.1,0.3,0.6,0.20,0.40,1.3,0.5,2023-2024,22,mx MEX,Santos Laguna,mx Liga MX,31,1532,17.0,15,16,1,0.1,0.0,0.1,0.1,0.0,0.0,0.0,1.3,0.5,0.0,0.6,0.20,0.40,0.3,50.0,,MFFW,91d4d322
3025,Amadou Dante,0.1,0.3,0.6,0.20,0.40,1.4,1.1,2023-2024,22,ml MLI,2 Teams,2 Comps,25,1532,17.0,17,8,3,0.1,0.1,0.2,0.1,0.0,0.0,0.0,1.4,1.1,0.0,0.6,0.20,0.40,0.3,50.0,,DF,da7f2781
3026,Alessandro Arena,0.1,0.7,2.3,0.05,0.17,0.6,0.5,2023-2024,22,it ITA,Pisa,it Serie B,25,1534,17.0,18,7,11,0.1,0.1,0.2,0.1,0.0,0.0,0.0,0.6,0.5,0.0,2.3,0.05,0.17,0.7,30.8,,MFFW,0f1cc688
3027,Alexandru Jipa,0.1,0.8,2.1,0.06,0.14,0.9,1.2,2023-2024,21,ro ROU,FC Sibiu,ro Liga I,31,1534,17.0,16,15,5,0.1,0.1,0.2,0.1,0.0,0.0,0.0,0.9,1.2,0.0,2.1,0.06,0.14,0.8,40.0,,MF,9f3a74bc
3028,Nahuel Estévez,0.1,0.3,1.3,0.09,0.43,1.0,1.8,2023-2024,27,ar ARG,Parma,it Serie B,32,2303,25.6,25,7,3,0.1,0.0,0.2,0.1,0.0,0.0,0.0,1.0,1.8,0.0,1.3,0.09,0.43,0.3,21.9,,MF,cec60a2f
3029,Ki-Jana Hoever,0.1,0.2,0.9,0.13,0.57,1.9,1.9,2023-2024,21,nl NED,Stoke City,eng Championship,40,3072,34.1,35,5,3,0.1,0.1,0.3,0.1,0.0,0.0,0.0,1.9,1.9,0.0,0.9,0.13,0.57,0.2,21.9,,DFMF,9a71e978
3030,Pol Lirola,0.1,0.2,0.5,0.22,0.67,1.1,1.1,2023-2024,25,es ESP,Frosinone,it Serie A,25,1536,17.1,18,7,2,0.1,0.1,0.2,0.1,0.0,0.0,0.0,1.1,1.1,0.0,0.5,0.22,0.67,0.2,33.3,,DFMF,ff800ed8
3031,Habib Diarra,0.1,0.6,1.5,0.05,0.13,0.9,0.6,2023-2024,19,sn SEN,Strasbourg,fr Ligue 1,31,2305,25.6,28,3,0,0.1,0.0,0.2,0.1,0.0,0.0,0.0,0.9,0.6,0.0,1.5,0.05,0.13,0.6,38.5,,MFFW,6d0fe035
3032,Andrei Gheorghiță,0.1,0.6,1.6,0.07,0.20,0.7,0.3,2023-2024,21,ro ROU,Poli Iași,ro Liga I,29,1537,17.1,17,12,9,0.1,0.1,0.2,0.1,0.0,0.0,0.0,0.7,0.3,0.0,1.6,0.07,0.20,0.6,35.7,,FWMF,0634a6d1
3033,John Brooks,0.1,0.2,0.6,0.18,0.50,0.9,1.5,2023-2024,30,us USA,Hoffenheim,de Bundesliga,21,1539,17.1,18,3,10,0.1,0.0,0.1,0.1,0.0,0.0,0.0,0.9,1.5,0.0,0.6,0.18,0.50,0.2,36.4,,DF,e27da244
3034,Ivan Oblyakov,0.1,0.5,1.4,0.08,0.21,0.9,0.9,2023-2024,25,ru RUS,CSKA Moscow,ru Russian Premier League,27,2310,25.7,26,1,1,0.1,0.2,0.3,0.1,0.0,0.0,0.0,0.9,0.9,0.0,1.4,0.08,0.21,0.5,38.9,,MF,15eb04ec
3035,Yoan Koré,0.1,0.1,0.3,0.40,1.00,1.8,0.3,2023-2024,18,fr FRA,Paris FC,fr Ligue 2,21,1540,17.1,16,5,7,0.1,0.0,0.1,0.1,0.0,0.0,0.0,1.8,0.3,0.0,0.3,0.40,1.00,0.1,40.0,,DF,c01d02f6
3036,Paweł Bochniewicz,0.1,0.2,0.5,0.21,0.60,0.6,0.9,2023-2024,27,pl POL,Heerenveen,nl Eredivisie,29,2311,25.7,26,3,1,0.1,0.0,0.2,0.1,0.0,0.0,0.0,0.6,0.9,0.0,0.5,0.21,0.60,0.2,35.7,,DF,9bf068be
3037,João Neves,0.1,0.5,1.1,0.10,0.25,2.1,1.6,2023-2024,18,pt POR,Benfica,pt Primeira Liga,33,2311,25.7,27,6,1,0.1,0.0,0.2,0.1,0.0,0.0,0.0,2.1,1.6,0.0,1.1,0.10,0.25,0.5,41.4,,MF,c2a15a27
3038,Raúl Moro,0.1,0.7,1.8,0.06,0.17,0.3,0.3,2023-2024,20,es ESP,Valladolid,es Segunda División,30,1541,17.1,18,12,2,0.1,0.2,0.4,0.1,0.0,0.0,0.0,0.3,0.3,0.0,1.8,0.06,0.17,0.7,38.7,,MFFW,919dd4b1
3039,Fernando Costanza,0.1,0.4,1.4,0.06,0.20,1.4,1.5,2023-2024,24,br BRA,Samara,ru Russian Premier League,26,2312,25.7,26,0,0,0.1,0.0,0.2,0.1,0.0,0.1,0.0,1.4,1.5,0.0,1.4,0.06,0.20,0.4,28.6,,MFDF,fe29c96e
3040,Daichi Kamada,0.1,0.5,1.7,0.07,0.25,2.1,1.0,2023-2024,26,jp JPN,Lazio,it Serie A,29,1544,17.2,17,12,9,0.1,0.1,0.2,0.1,0.0,0.0,0.0,2.1,1.0,0.0,1.7,0.07,0.25,0.5,27.6,,MF,15b287da
3041,Craig Eastmond,0.1,0.2,1.5,0.08,0.50,1.2,1.5,2023-2024,32,eng ENG,Sutton United,eng League Two,23,1545,17.2,18,5,1,0.1,0.0,0.1,0.1,0.0,0.0,0.0,1.2,1.5,0.0,1.5,0.08,0.50,0.2,16.0,,MF,a8c40a73
3042,Japhet Tanganga,0.1,0.2,0.4,0.29,0.67,0.8,1.5,2023-2024,24,eng ENG,2 Teams,2 Comps,18,1546,17.2,17,1,2,0.1,0.0,0.1,0.1,0.0,0.0,0.0,0.8,1.5,0.0,0.4,0.29,0.67,0.2,42.9,,DF,e9971f2d
3043,Tristan Gooijer,0.1,0.3,0.6,0.19,0.43,1.3,0.9,2023-2024,18,nl NED,2 Teams,2 Comps,30,2320,25.8,28,2,9,0.1,0.1,0.2,0.1,0.0,0.0,0.0,1.3,0.9,0.0,0.6,0.19,0.43,0.3,43.8,,DFMF,13b736e9
3044,Jorge de Frutos,0.1,0.6,1.7,0.07,0.18,0.5,0.4,2023-2024,26,es ESP,Rayo Vallecano,es La Liga,36,1549,17.2,14,22,1,0.1,0.0,0.1,0.1,0.0,0.0,0.0,0.5,0.4,0.0,1.7,0.07,0.18,0.6,37.9,,MF,38ce1150
3045,Jens Stage,0.1,0.4,1.5,0.08,0.27,1.0,0.9,2023-2024,26,dk DEN,Werder Bremen,de Bundesliga,30,2327,25.9,26,4,0,0.1,0.0,0.2,0.1,0.0,0.0,0.0,1.0,0.9,0.0,1.5,0.08,0.27,0.4,27.5,,MF,1fffae99
3046,Hakeem Odoffin,0.1,0.2,0.8,0.14,0.50,1.4,2.1,2023-2024,25,eng ENG,Rotherham United,eng Championship,38,3105,34.5,35,3,2,0.1,0.0,0.1,0.1,0.0,0.0,0.0,1.4,2.1,0.0,0.8,0.14,0.50,0.2,27.6,,DFMF,4bf39bcc
3047,Kyle Dempsey,0.1,0.5,1.8,0.06,0.23,1.0,0.7,2023-2024,27,eng ENG,Bolton Wanderers,eng League One,41,2329,25.9,24,17,0,0.1,0.2,0.3,0.1,0.0,0.0,0.0,1.0,0.7,0.0,1.8,0.06,0.23,0.5,27.7,,MF,bfec5edf
3048,Ben Whiteman,0.1,0.3,0.8,0.14,0.38,0.7,1.5,2023-2024,27,eng ENG,Preston North End,eng Championship,30,2332,25.9,25,5,1,0.1,0.1,0.2,0.1,0.0,0.0,0.0,0.7,1.5,0.0,0.8,0.14,0.38,0.3,38.1,,MF,7b69e7cc
3049,Juanmi Latasa,0.1,0.9,2.5,0.05,0.13,0.5,0.2,2023-2024,22,es ESP,Getafe,es La Liga,32,1555,17.3,15,17,4,0.1,0.0,0.1,0.1,0.0,0.0,0.0,0.5,0.2,0.0,2.5,0.05,0.13,0.9,34.1,,FW,2bea832e
3050,Christophe Vincent,0.1,0.5,1.4,0.08,0.23,1.0,0.7,2023-2024,30,fr FRA,Bastia,fr Ligue 2,34,2333,25.9,30,4,0,0.1,0.2,0.3,0.1,0.0,0.0,0.0,1.0,0.7,0.0,1.4,0.08,0.23,0.5,35.1,,MF,b07c4e52
3051,Pascal Groß,0.1,0.6,1.6,0.05,0.15,1.3,0.6,2023-2024,32,de GER,Brighton,eng Premier League,36,3114,34.6,34,2,0,0.1,0.3,0.4,0.1,0.0,0.0,0.0,1.3,0.6,0.0,1.6,0.05,0.15,0.6,36.4,,MFDF,8aec0537
3052,Zach Booth,0.1,0.8,1.8,0.06,0.14,0.4,0.4,2023-2024,19,us USA,Volendam,nl Eredivisie,27,1558,17.3,16,11,1,0.1,0.1,0.2,0.1,0.0,0.0,0.0,0.4,0.4,0.0,1.8,0.06,0.14,0.8,45.2,,MFFW,7e47a132
3053,Cain Seedorf,0.1,0.6,2.7,0.04,0.18,1.6,0.4,2023-2024,23,nl NED,Telstar,nl Eerste Divisie,33,1559,17.3,17,16,5,0.1,0.1,0.2,0.1,0.0,0.0,0.0,1.6,0.4,0.0,2.7,0.04,0.18,0.6,23.9,,MFFW,3f6bf7fe
3054,Micky van de Ven,0.1,0.1,0.3,0.38,1.00,1.3,0.7,2023-2024,22,nl NED,Tottenham Hotspur,eng Premier League,27,2339,26.0,27,0,1,0.1,0.0,0.1,0.1,0.0,0.0,0.0,1.3,0.7,0.0,0.3,0.38,1.00,0.1,37.5,,DF,8fe2a392
3055,Damien Da Silva,0.1,0.3,1.0,0.12,0.43,0.7,1.6,2023-2024,35,fr FRA,Melbourne Victory,au A-League Men,26,2340,26.0,26,0,0,0.1,0.0,0.1,0.1,0.0,0.0,0.0,0.7,1.6,0.0,1.0,0.12,0.43,0.3,28.0,,DF,1ec7e1c5
3056,Hayden Coulson,0.1,0.2,0.9,0.13,0.50,1.1,1.9,2023-2024,25,eng ENG,2 Teams,2 Comps,19,1560,17.3,19,0,10,0.1,0.1,0.2,0.1,0.0,0.0,0.0,1.1,1.9,0.0,0.9,0.13,0.50,0.2,26.7,,DF,de83e2e0
3057,Luis Muñoz,0.1,0.3,1.4,0.08,0.33,0.8,0.6,2023-2024,26,es ESP,Cartagena,es Segunda División,33,2342,26.0,30,3,1,0.1,0.1,0.2,0.1,0.0,0.0,0.0,0.8,0.6,0.0,1.4,0.08,0.33,0.3,25.0,,MFFW,8cfd90fe
3058,Dean Campbell,0.1,0.3,0.8,0.04,0.09,1.5,1.5,2023-2024,22,sct SCO,Barrow,eng League Two,45,3123,34.7,37,8,0,0.1,0.0,0.1,0.0,0.1,0.1,0.0,1.5,1.5,0.0,0.8,0.04,0.09,0.3,40.7,,MF,f3f818a9
3059,Donny Warmerdam,0.1,0.5,1.2,0.10,0.24,1.1,0.8,2023-2024,21,nl NED,De Graafschap,nl Eerste Divisie,37,3126,34.7,35,2,0,0.1,0.1,0.2,0.1,0.0,0.0,0.0,1.1,0.8,0.0,1.2,0.10,0.24,0.5,40.5,,MF,484f1765
3060,Mateus Criciúma,0.1,0.1,0.3,0.14,0.50,0.2,0.0,2023-2024,24,br BRA,2 Teams,2 Comps,33,2345,26.1,26,7,0,0.1,0.3,0.4,0.1,0.0,0.0,0.0,0.2,0.0,0.0,0.3,0.14,0.50,0.1,28.6,,MFFW,b947f8c0
3061,Franck Honorat,0.1,0.4,1.1,0.11,0.30,0.5,0.3,2023-2024,26,fr FRA,Gladbach,de Bundesliga,32,2345,26.1,28,4,0,0.1,0.3,0.5,0.1,0.0,0.0,0.0,0.5,0.3,0.0,1.1,0.11,0.30,0.4,35.7,,MFFW,db7849ca
3062,Patrick Dorgu,0.1,0.5,1.1,0.11,0.22,1.3,0.5,2023-2024,18,dk DEN,Lecce,it Serie A,32,1564,17.4,17,15,4,0.1,0.0,0.1,0.1,0.0,0.0,0.0,1.3,0.5,0.0,1.1,0.11,0.22,0.5,47.4,,MFDF,e6536124
3063,Lindrit Kamberi,0.1,0.3,0.9,0.13,0.36,1.1,2.0,2023-2024,23,ch SUI,Zürich,ch Swiss Super League,36,3132,34.8,35,1,0,0.1,0.0,0.1,0.1,0.0,0.0,0.0,1.1,2.0,0.0,0.9,0.13,0.36,0.3,36.7,,DF,0f6e3474
3064,Raphael Onyedika,0.1,0.2,1.0,0.12,0.50,1.7,0.8,2023-2024,22,ng NGA,Club Brugge,be Belgian Pro League,30,2349,26.1,28,2,2,0.1,0.0,0.2,0.1,0.0,0.0,0.0,1.7,0.8,0.0,1.0,0.12,0.50,0.2,24.0,,MF,751a0fb5
3065,Caner Osmanpaşa,0.1,0.2,0.7,0.17,0.50,0.6,1.6,2023-2024,35,tr TUR,Sivasspor,tr Süper Lig,28,2353,26.1,26,2,4,0.1,0.0,0.1,0.1,0.0,0.0,0.0,0.6,1.6,0.0,0.7,0.17,0.50,0.2,33.3,,DF,35c54115
3066,André Ramalho,0.1,0.3,1.2,0.10,0.38,1.2,1.3,2023-2024,31,br BRA,PSV,nl Eredivisie,33,2356,26.2,29,4,0,0.1,0.0,0.2,0.1,0.0,0.0,0.0,1.2,1.3,0.0,1.2,0.10,0.38,0.3,25.8,,DF,7483d9f9
3067,Jan Van den Bergh,0.1,0.3,0.9,0.13,0.44,1.5,1.9,2023-2024,28,be BEL,NAC Breda,nl Eerste Divisie,35,3143,34.9,35,0,0,0.1,0.1,0.2,0.1,0.0,0.0,0.0,1.5,1.9,0.0,0.9,0.13,0.44,0.3,28.1,,DF,c3945f19
3068,Darnell Furlong,0.1,0.3,0.9,0.13,0.38,0.8,1.2,2023-2024,27,eng ENG,West Bromwich Albion,eng Championship,46,3934,43.7,44,2,0,0.1,0.1,0.2,0.1,0.0,0.0,0.0,0.8,1.2,0.0,0.9,0.13,0.38,0.3,32.5,,DFMF,3ec9195b
3069,James Connolly,0.1,0.2,0.5,0.25,0.67,0.6,1.3,2023-2024,21,wls WAL,2 Teams,2 Comps,24,1576,17.5,17,7,11,0.1,0.0,0.1,0.1,0.0,0.0,0.0,0.6,1.3,0.0,0.5,0.25,0.67,0.2,37.5,,DF,7ac0f13a
3070,Raymundo Fulgencio,0.1,0.5,1.8,0.06,0.22,0.8,0.2,2023-2024,23,mx MEX,2 Teams,mx Liga MX,24,1577,17.5,19,5,2,0.1,0.2,0.3,0.1,0.0,0.0,0.0,0.8,0.2,0.0,1.8,0.06,0.22,0.5,29.0,,MF,27b6a658
3071,William Bøving,0.1,0.6,1.8,0.06,0.18,0.7,0.5,2023-2024,20,dk DEN,Sturm Graz,at Austrian Bundesliga,28,1582,17.6,17,11,1,0.1,0.3,0.4,0.1,0.0,0.0,0.0,0.7,0.5,0.0,1.8,0.06,0.18,0.6,34.4,,FWMF,731302dc
3072,Sultan Mendash,0.1,0.4,1.2,0.05,0.14,1.5,0.2,2023-2024,28,sa KSA,Al-Fayha,sa Saudi Pro League,32,1582,17.6,17,15,1,0.1,0.2,0.3,0.1,0.1,0.1,0.0,1.5,0.2,0.0,1.2,0.05,0.14,0.4,33.3,,FWMF,8738a7a1
3073,Alan Browne,0.1,0.3,1.3,0.07,0.30,1.5,1.5,2023-2024,28,ie IRL,Preston North End,eng Championship,41,3165,35.2,36,5,1,0.1,0.1,0.2,0.1,0.0,0.0,0.0,1.5,1.5,0.0,1.3,0.07,0.30,0.3,22.7,,MF,25dea15a
3074,Marwane Saâdane,0.1,0.2,0.7,0.17,0.60,1.2,1.1,2023-2024,31,ma MAR,Al-Fateh,sa Saudi Pro League,27,2374,26.4,27,0,0,0.1,0.1,0.2,0.1,0.0,0.0,0.0,1.2,1.1,0.0,0.7,0.17,0.60,0.2,27.8,,DFMF,14f47102
3075,Regan Hendry,0.1,0.3,1.0,0.11,0.38,0.9,0.9,2023-2024,25,sct SCO,Tranmere Rovers,eng League Two,45,3960,44.0,44,1,0,0.1,0.1,0.2,0.1,0.0,0.0,0.0,0.9,0.9,0.0,1.0,0.11,0.38,0.3,28.9,,MF,09690bbb
3076,Robert Street,0.1,0.7,2.2,0.05,0.15,0.7,0.1,2023-2024,21,eng ENG,Cheltenham Town,eng League One,22,1584,17.6,20,2,0,0.1,0.1,0.2,0.1,0.0,0.0,0.0,0.7,0.1,0.0,2.2,0.05,0.15,0.7,33.3,,FW,b4390912
3077,Mory Konaté,0.1,0.3,0.7,0.17,0.33,1.7,2.0,2023-2024,29,gn GUI,Mechelen,be Belgian Pro League,25,1585,17.6,18,7,4,0.1,0.0,0.1,0.1,0.0,0.0,0.0,1.7,2.0,0.0,0.7,0.17,0.33,0.3,50.0,,MFDF,9dc7a01e
3078,Ahmed Jahouh,0.1,0.3,1.0,0.06,0.17,2.3,1.5,2023-2024,35,ma MAR,Odisha,in Indian Super League,19,1586,17.6,19,0,1,0.1,0.2,0.3,0.1,0.1,0.1,0.0,2.3,1.5,0.0,1.0,0.06,0.17,0.3,35.3,,MF,4fb10b0d
3079,Mehdi Léris,0.1,0.3,1.4,0.08,0.40,1.1,0.7,2023-2024,25,dz ALG,Stoke City,eng Championship,30,1586,17.6,18,12,8,0.1,0.1,0.2,0.1,0.0,0.0,0.0,1.1,0.7,0.0,1.4,0.08,0.40,0.3,20.8,,MFFW,7d3cbc67
3080,Francesco Acerbi,0.1,0.2,0.6,0.20,0.50,0.5,1.2,2023-2024,35,it ITA,Inter,it Serie A,29,2388,26.5,26,3,2,0.1,0.0,0.2,0.1,0.0,0.0,0.0,0.5,1.2,0.0,0.6,0.20,0.50,0.2,40.0,,DF,b96b595c
3081,Giuseppe Carriero,0.1,0.5,2.0,0.06,0.22,1.6,0.8,2023-2024,25,it ITA,Cittadella,it Serie B,31,1593,17.7,19,12,6,0.1,0.0,0.1,0.1,0.0,0.0,0.0,1.6,0.8,0.0,2.0,0.06,0.22,0.5,25.0,,MF,01a7093a
3082,Nicolai Remberg,0.1,0.6,0.9,0.13,0.20,1.8,1.6,2023-2024,23,de GER,Holstein Kiel,de 2. Bundesliga,32,1594,17.7,16,16,2,0.1,0.1,0.2,0.1,0.0,0.0,0.0,1.8,1.6,0.0,0.9,0.13,0.20,0.6,62.5,,MF,625fd441
3083,Martin Adeline,0.1,0.5,1.1,0.10,0.22,1.5,1.1,2023-2024,19,fr FRA,Annecy FC,fr Ligue 2,22,1594,17.7,19,3,0,0.1,0.1,0.2,0.1,0.0,0.0,0.0,1.5,1.1,0.0,1.1,0.10,0.22,0.5,45.0,,MF,7587446d
3084,Rick van Drongelen,0.1,0.2,0.8,0.14,0.50,1.2,1.0,2023-2024,24,nl NED,Samsunspor,tr Süper Lig,30,2394,26.6,26,4,4,0.1,0.0,0.1,0.1,0.0,0.0,0.0,1.2,1.0,0.0,0.8,0.14,0.50,0.2,27.3,,DF,f0797d57
3085,Nicolás Domínguez,0.1,0.3,1.2,0.09,0.33,2.0,1.0,2023-2024,25,ar ARG,2 Teams,2 Comps,28,1597,17.7,20,8,6,0.1,0.1,0.2,0.1,0.0,0.0,0.0,2.0,1.0,0.0,1.2,0.09,0.33,0.3,27.3,,MF,20b3a502
3086,Timothé Cognat,0.1,0.3,1.7,0.07,0.33,1.3,1.5,2023-2024,25,fr FRA,Servette FC,ch Swiss Super League,38,3195,35.5,37,1,0,0.1,0.1,0.2,0.1,0.0,0.0,0.0,1.3,1.5,0.0,1.7,0.07,0.33,0.3,20.3,,MF,a1932f00
3087,Jon Gorenc Stanković,0.1,0.3,0.9,0.13,0.43,1.2,1.7,2023-2024,27,si SVN,Sturm Graz,at Austrian Bundesliga,28,2400,26.7,28,0,0,0.1,0.0,0.1,0.1,0.0,0.0,0.0,1.2,1.7,0.0,0.9,0.13,0.43,0.3,29.2,,MF,9c74fa25
3088,Andrei Cordea,0.1,0.6,2.1,0.05,0.19,0.7,0.3,2023-2024,24,ro ROU,2 Teams,2 Comps,33,2403,26.7,27,6,0,0.1,0.2,0.3,0.1,0.0,0.0,0.0,0.7,0.3,0.0,2.1,0.05,0.19,0.6,29.1,,MFFW,6775d5d1
3089,Reuven Niemeijer,0.1,1.0,2.0,0.06,0.12,0.4,0.4,2023-2024,28,nl NED,RKC Waalwijk,nl Eredivisie,29,1603,17.8,18,11,0,0.1,0.1,0.2,0.1,0.0,0.0,0.0,0.4,0.4,0.0,2.0,0.06,0.12,1.0,47.2,,MF,6d0f2c56
3090,José Fontán,0.1,0.1,0.5,0.24,1.00,1.4,1.4,2023-2024,23,es ESP,Cartagena,es Segunda División,37,3208,35.6,36,1,0,0.1,0.0,0.1,0.1,0.0,0.0,0.0,1.4,1.4,0.0,0.5,0.24,1.00,0.1,23.5,,DF,1827a42d
3091,Mawouna Amevor,0.1,0.3,0.6,0.09,0.22,0.9,1.2,2023-2024,31,tg TOG,FC Eindhoven,nl Eerste Divisie,36,3209,35.7,36,0,0,0.1,0.0,0.1,0.1,0.1,0.1,0.0,0.9,1.2,0.0,0.6,0.09,0.22,0.3,40.9,,DF,d03e1b85
3092,Pavel Kadeřábek,0.1,0.2,0.7,0.15,0.50,0.7,0.8,2023-2024,31,cz CZE,Hoffenheim,de Bundesliga,29,2412,26.8,28,1,0,0.1,0.1,0.3,0.1,0.0,0.0,0.0,0.7,0.8,0.0,0.7,0.15,0.50,0.2,30.0,,MFDF,79c90e45
3093,Patric,0.1,0.1,0.3,0.33,1.00,0.4,0.2,2023-2024,30,es ESP,Lazio,it Serie A,20,1608,17.9,19,1,8,0.1,0.0,0.1,0.1,0.0,0.0,0.0,0.4,0.2,0.0,0.3,0.33,1.00,0.1,33.3,,DF,f7223718
3094,Xavier Mercier,0.1,0.6,1.8,0.06,0.18,0.3,0.1,2023-2024,34,fr FRA,RWDM,be Belgian Pro League,30,1610,17.9,20,10,3,0.1,0.2,0.3,0.1,0.0,0.0,0.0,0.3,0.1,0.0,1.8,0.06,0.18,0.6,33.3,,MFFW,de89f3c3
3095,Ciaron Brown,0.1,0.2,0.5,0.23,0.45,0.5,1.3,2023-2024,25,nir NIR,Oxford United,eng League One,45,4026,44.7,45,0,1,0.1,0.0,0.1,0.1,0.0,0.0,0.0,0.5,1.3,0.0,0.5,0.23,0.45,0.2,50.0,,DF,57a2071c
3096,João Victor,0.1,0.3,1.1,0.11,0.33,1.0,1.3,2023-2024,34,br BRA,Hyderabad FC,in Indian Super League,19,1611,17.9,18,1,0,0.1,0.0,0.1,0.1,0.0,0.0,0.0,1.0,1.3,0.0,1.1,0.11,0.33,0.3,31.6,,MFDF,dbc94b4c
3097,Alfie McCalmont,0.1,0.3,1.5,0.08,0.40,1.3,0.9,2023-2024,23,nir NIR,Carlisle United,eng League One,31,1613,17.9,17,14,9,0.1,0.0,0.1,0.1,0.0,0.0,0.0,1.3,0.9,0.0,1.5,0.08,0.40,0.3,19.2,,MF,7615c83f
3098,Hicham Boudaoui,0.1,0.3,1.6,0.07,0.33,1.2,0.6,2023-2024,23,dz ALG,Nice,fr Ligue 1,29,1613,17.9,17,12,0,0.1,0.0,0.1,0.1,0.0,0.0,0.0,1.2,0.6,0.0,1.6,0.07,0.33,0.3,20.7,,MF,f9d5908e
3099,Jerdy Schouten,0.1,0.3,0.8,0.14,0.38,1.3,1.4,2023-2024,26,nl NED,PSV,nl Eredivisie,29,2422,26.9,28,1,0,0.1,0.0,0.1,0.1,0.0,0.0,0.0,1.3,1.4,0.0,0.8,0.14,0.38,0.3,36.4,,MFDF,2cfae697
3100,João Mário,0.1,0.7,1.5,0.05,0.11,1.0,0.6,2023-2024,30,pt POR,Benfica,pt Primeira Liga,31,2424,26.9,29,2,3,0.1,0.0,0.1,0.1,0.0,0.0,0.0,1.0,0.6,0.0,1.5,0.05,0.11,0.7,47.5,,MF,f0021247
