full_name,position_group,actual_value,predicted_value,boosted_meta_pred,neural_meta_pred,abs_pct_error
Kevin Castaño,MID,6000000.0,5027968.711060643,5050952.866445377,2683440.527456533,16.200521482322614
Benjamin Leroy,GK,139999.9999999999,142244.2448476628,141484.43609797148,297352.8226578788,1.6030320340449242
Raffaele Russo,MID,487499.9999999996,526883.3957898275,500307.5337921859,655096174.9336683,8.078645290221106
Jonas Svensson,DEF,1899999.9999999993,2313662.81804765,2313789.6915935534,2296261.6915981467,21.771727265665845
Jeremy Petris,DEF,1200000.0000000005,1400342.3533799232,1395519.524664194,2251719.609739081,16.695196114993553
Matteo Bianchetti,DEF,999999.9999999997,1294667.2339764573,1298107.4630821373,898438.9234259322,29.466723397645772
Matthias Ginter,DEF,14000000.00000001,16849822.0050152,16802290.698051292,24859865.003597442,20.35587146439419
Raphaël Guerreiro,DEF,11749999.999999994,13926911.01004254,14154968.832860256,1488250.0070136741,18.526902213128064
Mandela Keita,DEF,9249999.999999987,6339085.885453335,6303880.090194576,13646496.491545362,31.46934177888277
Randy Nteka,MID,1450000.0000000002,2270762.2402820904,2291484.8981556585,650123.0772704802,56.60429243324758
Andrea Colpani,MID,14750000.0,9738650.058192553,9720956.24811093,12509241.469631292,33.975253842762356
Simon Janssen,DEF,637500.0000000003,752677.0295013834,751416.6421149914,948016.9735040828,18.066985019824784
Julien Fabri,GK,155000.00000000012,237036.52898550645,237194.37850819327,216277.57810011934,52.92679289387501
Simon Graves,DEF,1150000.0000000005,1291084.5719735844,1291537.6398929197,1230201.4892009278,12.268223649876855
Ali Abdi,DEF,3550000.0000000014,2909311.2044977634,2945028.943506684,542243.2771284526,18.047571704288387
Marvin Peersman,DEF,375000.00000000006,423720.1284691622,426003.51107194443,202177.47543910725,12.992034258443239
Ľubomír Šatka,DEF,1699999.9999999988,1697472.3531890633,1692179.0433310939,2609427.9367732788,0.14868510652562228
Mahamadou Diawara,MID,2499999.9999999995,1931828.5681996057,1931568.7042743957,1967941.2454576613,22.726857272015756
Ismaël Boura,DEF,1350000.0,1254653.0598806886,1248058.358837868,2591965.400516142,7.062736305134182
Alexander Jeremejeff,FWD,1200000.0000000005,1721861.4234541738,1728959.4986072585,977291.0589983945,43.48845195451443
Gökhan Değirmenci,GK,90000.00000000001,126452.78405064525,125242.10591105533,475487.4305368132,40.50309338960581
Lucas Ribeiro Costa,MID,1150000.0000000005,1460149.0138621943,1484810.2387240448,145537.5455764348,26.96947946627771
Thom van Bergen,MID,2150000.0,1644083.131001036,1741418.875919983,597.2265859011716,23.531017162742515
Nicolò Tresoldi,FWD,7750000.000000002,7389432.898898516,7472405.897223753,1588456.2962859625,4.652478723890141
Matteo Gabbia,DEF,19000000.000000015,19522750.960453574,19431554.405560672,37196330.66504861,2.751320844492412
Déron Payne,DEF,1075000.0,914607.4508884214,913601.0499311988,1064298.7821573245,14.920237126658476
Fikayo Tomori,DEF,33750000.00000005,27929295.54617418,27741273.157049462,70785404.51329224,17.246531715039595
Alessandro Di Pardo,DEF,999999.9999999997,1225802.972123388,1223867.8369454641,1523654.2765396123,22.58029721233884
Ebrima Ceesay,FWD,287499.9999999999,372610.30036812095,375976.6389488431,108017.08610354681,29.603582736737778
Vincent Sierro,MID,4750000.000000003,5710527.6283325935,5699302.108952349,7487346.657460559,20.221634280686107
Munashe Garananga,DEF,2199999.9999999995,1578306.8358365835,1564308.8092401677,5380842.043886718,28.258780189246192
Christ Makosso,DEF,1350000.0,1454048.6544181798,1483703.811611828,90240.03264372585,7.707307734679983
Krys Kouassi,MID,287499.9999999999,264156.52293800114,261167.80649859048,1265349.587156188,8.119470282434348
Maxime Dupé,GK,1499999.9999999986,1648289.5517516444,1648474.5539935185,1623016.4726188772,9.885970116776392
Håvard Nielsen,MID,862499.9999999998,646773.3808626124,649122.7824415943,392601.9986039095,25.011781928972454
Luca Lipani,MID,3200000.0000000023,1683841.9524279174,1681846.6694222556,1982412.4122383418,47.379938986627614
Lamine Camara,MID,19249999.99999997,21273531.02471302,21209564.54928128,32202938.29472474,10.51184947902885
Georgiy Bushchan,GK,3000000.000000001,733361.9242158798,728158.1847893863,1954772.9305867306,75.55460252613734
Yann Bodiger,MID,1124999.9999999995,829175.2853364598,827717.7937160847,1056424.0618716949,26.295530192314658
Atakan Karazor,MID,9249999.999999987,8381801.551052054,8367067.908579342,10679046.627699103,9.385929177815502
Warren O'Hora,DEF,712500.0000000002,644540.1277242004,647523.6218768079,341287.4147223127,9.538227687831556
Joachim Eickmayer,MID,387499.99999999977,497575.66378148063,499760.0057102231,272238.6113553856,28.406622911349917
Runar Norheim,DEF,1899999.9999999993,1674468.671532969,1686991.4288441148,600315.8181316161,11.87006991931739
Vasilije Janjičić,MID,337500.00000000006,428098.03762555565,427216.0386692709,568666.3001611313,26.843863000164614
Nicolás Otamendi,DEF,2800000.000000002,3673927.410248332,3651985.4876865805,8381024.312240809,31.211693223154636
Lars Lokotsch,FWD,537500.0000000003,665599.6333245643,665735.4027698713,647169.393649155,23.832489920849095
Bart Nieuwkoop,DEF,2349999.999999999,3080014.753259966,3163955.2098860233,76004.36519853798,31.064457585530526
Federico Valverde,DEF,113499999.99999997,119304932.66441089,112430218.73564292,421978669799.3611,5.114478118423718
Steven Benda,GK,1099999.9999999998,1313856.3311377564,1310345.485772412,1899044.6207675831,19.441484648886966
Rayan Aït-Nouri,DEF,37250000.00000006,44135968.42013111,43501434.84001815,324074112.41841555,18.48582126209675
Matt Macey,GK,375000.00000000006,263830.41339387785,263955.4408616119,247170.52790272122,29.645223094965917
Santiago Arzamendia,DEF,2050000.000000001,2300668.771983794,2311470.729755707,1207204.3425236985,12.227744974819165
Emiliano Martínez,GK,20749999.99999997,16954376.183718823,16829316.395039555,46984558.07053425,18.29216297002965
Lenny Vallier,DEF,899999.9999999995,1008905.2276009758,1011053.9813587748,752735.114683022,12.100580844552923
Mahmoud Dahoud,MID,3249999.9999999986,3374151.5009481646,3412290.475016565,717981.5324145856,3.8200461830204944
Antoine Semenyo,MID,50749999.99999993,42428111.2398759,44650906.267392606,37538.04844345828,16.397810364776447
Fabrizio Brignani,DEF,850000.0000000005,1188165.358719827,1199569.0471246745,318968.93484199746,39.78415984939133
Kazuki Nagasawa,MID,324999.9999999999,290134.8479759739,291413.441788972,158373.58976634234,10.727739084315688
Théo Leoni,MID,3499999.9999999995,2390060.9945500297,2398185.8313482404,1497946.1716081805,31.71254301285628
Robin Zentner,GK,5500000.000000001,4935043.590686636,4912946.542929702,9154068.483412245,10.27193471478845
Marvin Schwäbe,GK,7750000.000000002,6323919.984953602,6306003.514427503,9345967.00828683,18.40103245221161
James Abankwah,DEF,1050000.0000000007,1204028.3695507876,1184752.063789845,11108037.55705749,14.669368528646363
Hugo Larsson,MID,35750000.00000005,24472792.223150298,24403498.084099073,36159500.69967851,31.544637138041224
Andrés Vombergar,MID,3550000.0000000014,2466753.9448824497,2498767.3615296716,417968.63564961846,30.513973383592997
Léandre Kuavita,MID,1299999.9999999993,979071.0107365698,978788.483665828,1018756.8878178949,24.68684532795613
Alexandros Paschalakis,GK,375000.00000000006,389186.8577502002,384058.4260660408,2417058.862603534,3.7831620667200374
Chris Long,MID,275000.0000000002,278484.3884581206,277647.2160215453,421517.53734223184,1.267050348407419
Harry Milne,DEF,700000.0000000006,863535.2600073543,882015.0153935556,46797.499194848555,23.362180001050515
Rayan Fofana,FWD,4250000.000000002,3906362.2187213763,3949490.416104956,861508.4750660276,8.085594853614717
Johannes Geis,DEF,549999.9999999998,441840.52031435905,442062.4356213817,412327.7652519038,19.665359942843775
Jonathan Tah,DEF,48250000.00000002,50401726.3430196,49953439.51730216,172436126.77878374,4.459536462216733
Marcus Mathisen,DEF,1450000.0000000002,1455987.3721568906,1465521.2036256392,592811.5483898823,0.4129222177165753
Gabriël Reiziger,MID,375000.00000000006,461748.920098025,461318.90262274444,524945.9879348102,23.133045359473314
Timo Schlieck,GK,587500.0000000002,474531.0765625497,472985.9959711166,743472.4549089185,19.22875292552349
Fallou Fall,DEF,1249999.999999999,1597493.3963010733,1596230.1785091592,1781304.0137442045,27.799471704085953
Patson Daka,FWD,8249999.9999999935,2885853.2583184326,2925156.36733132,448179.6130920872,65.01996050523108
Raúl Jiménez,FWD,4500000.000000002,4596891.9889851995,4630710.163809648,1675722.0544188041,2.1531553107821684
Azzedine Ounahi,MID,15249999.999999983,20166332.319618836,20133766.65674425,25191832.082039442,32.23824471881219
Antonino Gallo,DEF,4999999.999999999,7016516.880504161,6968143.315372886,18187267.31466335,40.33033761008325
Matteo Lovato,DEF,2700000.0,1304110.3924645823,1302741.3667241186,1507007.0717473323,51.69961509390436
Gerónimo Rulli,GK,8999999.999999996,7535855.675593053,7531157.883072031,8211412.285577956,16.268270271188264
Carl Johansson,DEF,875000.0,884612.8432812961,886198.6390758429,691295.8957190686,1.0986106607195523
Shaquil Delos,DEF,950000.0000000008,1132192.6315286641,1148403.8056748924,159907.69267379827,19.17817173985928
Jorthy Mokio,DEF,5650000.000000001,4445818.990146362,4552587.099323544,169433.55385535315,21.312938227498027
Leonardo Balerdi,DEF,24999999.999999963,29416981.009006646,29187561.090132322,86444027.53720573,17.667924036026758
Mark Brink,MID,1299999.9999999993,1291111.3943948364,1299499.217560057,529392.3967285919,0.6837388927048398
Tibe De Vlieger,MID,749999.9999999998,976831.5877148419,973926.5433469252,1471979.7885982625,30.244211695312302
Roy Steur,GK,312500.00000000023,303753.1871369542,303319.36419474165,369808.4795051956,2.7989801161747216
Oli McBurnie,FWD,4349999.999999996,5716809.072669304,5752838.678053713,2407161.033007724,31.42089822228296
Jordi Liongola,DEF,1450000.0000000002,1475937.093471637,1503804.2515889965,112373.50384331647,1.7887650670094315
Isaiah Ahmed,MID,312500.00000000023,267687.4257731884,269112.08443651843,128900.31940910716,14.340023752579773
Demba Thiam,GK,1075000.0,1389304.223394711,1387694.590829457,1629714.4047695494,29.237602176252192
Alex Cairns,GK,157500.00000000006,303574.9968953227,306044.0768968439,99523.41135289593,92.746029774808
Andreas Poulsen,DEF,999999.9999999997,1323161.9387136549,1328237.8800634728,781047.9017461203,32.316193871365535
Meschack Elia,MID,2849999.999999999,1781614.5606208146,1810396.4275998387,196155.61591411356,37.48720839926965
Hakeem Odoffin,DEF,899999.9999999995,1340443.4320777566,1359342.668915173,195037.1685546,48.938159119750814
Manuel Akanji,DEF,23750000.000000026,23022725.203282043,22949962.715515442,35597986.62622543,3.062209670391503
Esmir Bajraktarević,MID,4750000.000000003,5300435.201068473,5309721.804828246,4165291.793400597,11.588109496178314
Eden Karzev,MID,1849999.9999999995,1454726.0325836085,1465929.7464622057,505887.1841252278,21.366160400886006
Assan Ouédraogo,MID,6999999.999999995,11247235.717264675,11216476.349700132,16397981.217424382,60.67479596092403
Bazoumana Touré,MID,10499999.999999994,11049735.845682636,11064676.568449484,9174029.520001888,5.2355794826918265
Rafiu Durosinmi,FWD,8000000.000000002,10994070.476458123,10929823.586780705,24637276.216781866,37.425880955726505
Vito van Crooij,MID,1099999.9999999998,1301873.9850233835,1313810.1040788598,370570.96541222977,18.352180456671256
Abdülkerim Bardakcı,DEF,13249999.99999999,10877202.566950927,11012796.50087778,1975915.7795712932,17.90790515508729
Joe Hodge,MID,1499999.9999999986,863616.7578407225,868962.329982581,369288.5867580143,42.42554947728512
Robin Lod,MID,2449999.9999999995,2104594.1182853705,2104902.197034531,2062606.8266995621,14.098199253658331
Vladyslav Vanat,FWD,13249999.99999999,11171611.838282442,11024575.19926249,69230373.76196022,15.685948390321137
Luke Brattan,MID,437499.9999999996,358335.3861583721,358372.56597291166,353253.2868056884,18.094768878086303
Nick Powell,MID,687500.0000000002,598441.6861316913,585251.1027231284,12872508.340181556,12.95393656266311
Idrissa Gueye,FWD,2250000.000000001,3009729.9527449966,3034596.784817566,969503.2480404333,33.76577567755535
Lasse Nordås,FWD,1400000.0000000007,913557.7987517411,911769.1372455821,1196512.8031791977,34.745871517732816
Jesper Karlsson,MID,4999999.999999999,6011616.0149780605,6008028.1848177,6526593.088895162,20.23232029956123
Václav Jemelka,DEF,2900000.0000000014,3685026.8076292314,3687898.0097880033,3310334.478907861,27.069889918249295
Alou Kuol,FWD,462500.00000000006,494199.9458272983,489720.5512420685,1731095.4991385948,6.854042341037451
Ivan Mesík,DEF,1099999.9999999998,973239.3111999654,969204.9764981553,1724197.8329567253,11.523698981821306
Oskar Sivertsen,MID,950000.0000000008,923337.5437559934,928142.2608962641,451889.8385685832,2.8065743414744664
Aaron Hickey,DEF,11749999.999999994,10725646.14954724,10814470.799379144,3445851.013112204,8.717905110236215
Vaso Vasić,GK,75000.00000000004,156264.2536176109,153763.48091046402,1440358.6973857444,108.35233815681443
Ivan Saio,GK,425000.0000000002,394998.9573802572,394006.79787112947,558431.3054911208,7.059068851704227
Alexis Saelemaekers,DEF,20249999.999999974,21946368.49004662,21858308.646615304,38173285.55993778,8.377128345909377
Dennis Srbeny,MID,762499.9999999997,807294.6218005574,803658.7261194946,1502900.3293019705,5.8747044984338
Fiacre Kelleher,DEF,157500.00000000006,149945.80712990256,149817.48888752883,168703.3841767867,4.796312933395234
Lewis Dunk,DEF,4500000.000000002,5596120.3971807845,5600989.484078425,4964619.4198950315,24.358231048461825
Andrea Pinamonti,FWD,11250000.000000019,8011670.395761292,8014968.662579081,7570297.21079905,28.78515203767752
Siebe Horemans,DEF,3249999.9999999986,2038448.555359451,2034791.1376070802,2610209.2897557337,37.27850598893994
Giuseppe Di Serio,FWD,1249999.999999999,992924.2894264285,989668.0268549912,1560713.558484652,20.56605684588566
Oskar Zawada,FWD,825000.0000000006,927686.3226262045,920772.8393774987,2598129.515625194,12.4468269849944
Nicolai Poulsen,MID,899999.9999999995,973304.736712203,972319.5678839092,1118922.4846295218,8.144970745800391
Denys Popov,DEF,5500000.000000001,8440522.617646143,8366334.904880354,28459661.23816379,53.464047593566214
Mamadou Traore,DEF,812499.9999999993,651549.9494791903,656290.9763627559,240129.84062447413,19.80923698717651
Patrick Pflücke,MID,2900000.0000000014,3554402.370959001,3736870.2419673298,3608.9956224646853,22.565598998586186
Mauro Vigorito,GK,104999.99999999997,158994.53623053222,158972.0029341014,162127.5054210341,51.423367838602154
Jamie McCart,DEF,600000.0000000003,744954.4357853938,751264.4631723056,233241.2021021603,24.159072630898898
Ben Wilmot,DEF,4150000.000000003,2209616.515885073,2189850.4576775823,7613567.897353777,46.756228532889835
Dan Agyei,MID,562500.0000000003,550276.3928801591,576246.9325199401,961.1832600227672,2.1730857101940018
Manor Solomon,MID,10250000.000000004,11531571.7917329,11482161.441365872,20827335.06571154,12.503139431540443
Albert Adomah,DEF,180000.00000000003,134761.71124994048,134691.736235596,144750.9439577137,25.132382638921968
Grischa Prömel,MID,4999999.999999999,6251706.464690563,6287687.76715891,2836989.8099454218,25.03412929381129
Thibaut Vargas,DEF,1350000.0,1386156.6123853603,1397886.491896103,434484.1223347619,2.6782675841007624
Pape Sy,GK,474999.99999999977,525871.790284385,521129.8317157923,1830148.451184076,10.709850586186365
Massadio Haïdara,DEF,1800000.000000001,1889037.691987305,1892364.9164872114,1482586.9645079582,4.94653844373911
Matisse Didden,DEF,2250000.000000001,1906794.3585126896,1900746.1313257385,2952980.60186141,15.253584066102722
Filippo Romagna,DEF,1099999.9999999998,1558497.1127726485,1557698.9077231553,1672387.6636443024,41.681555706604435
Thomas Mikkelsen,GK,37500.00000000001,111009.55208335583,110171.94218463369,314934.91381311783,196.02547222228213
Johnny Kenny,FWD,1737499.9999999995,3171448.5736763063,3200896.5501917363,888450.1725454809,82.52941431230545
Melker Ellborg,GK,649999.9999999995,973771.1311906955,979283.7955972768,447632.40997190605,49.8109432601071
George Earthy,MID,1600000.0000000012,1994982.8489115303,1995616.8378303126,1909593.3108121245,24.686428056970556
Troy Parrott,FWD,15499999.999999987,8960493.945962064,9023439.531343102,3418033.4038670775,42.19036163895438
James Maddison,MID,36000000.000000045,45465642.45264045,45338414.00942054,66870643.44031743,26.293451257334432
Maurice Multhaup,MID,437499.9999999996,355421.06707072794,354362.02143187687,536006.3146328226,18.76089895526211
Scott Arfield,MID,162500.00000000012,163244.24140450242,163558.81769675322,125235.76094947664,0.4579947104629556
Abdellah Baallal,MID,299999.99999999977,400869.17282162304,401305.82831048674,345071.1831059064,33.623057607207784
Corey Blackett-Taylor,MID,825000.0000000006,1307683.7600115815,1327638.7439588492,162548.82610840586,58.50712242564613
Federico Chiesa,MID,20249999.999999974,27957477.017617013,27915047.62901905,34459515.52955146,38.06161490181259
Serhou Guirassy,FWD,56500000.00000009,58817361.95203164,57869619.32973923,550546877.904304,4.101525578816901
Mohamed Hassan Fofana,MID,150000.00000000006,216115.760825011,215973.737191705,236587.79198593015,44.07717388334061
Enzo Fernández,MID,78999999.99999993,77903389.24661073,76966734.66644047,411912982.36444515,1.3881148777078425
James Tilley,DEF,499999.99999999977,546449.0935863093,551851.3664410695,141039.97040513894,9.28981871726192
Jocelin Ta Bi,MID,1512499.9999999995,4165530.0380337285,4158670.5300082983,5226515.721224048,175.4069446633871
Jahmai Simpson-Pusey,DEF,3200000.0000000023,2603738.3550588684,2621716.6873743,1009637.5068611009,18.63317640441042
Fredrik Oppegård,DEF,1400000.0000000007,2387047.7882043696,2398923.9977918225,1205365.5768868579,70.50341344316917
Lennard Hartjes,MID,899999.9999999995,888352.0170239044,893120.3741910921,425111.36400271987,1.2942203306772415
Adem Arous,DEF,537500.0000000003,482015.0422813568,484077.6652320787,267761.19883242104,10.322782831375536
Ismaël Bennacer,MID,24999999.999999963,19758747.09672064,19494839.102032762,125819866.74901536,20.965011613117323
Umut Tohumcu,MID,5400000.000000005,3988902.757566757,3977427.2174986894,5930810.40229618,26.13143041543049
Gideon Jung,DEF,700000.0000000006,593096.2083318549,593662.8476817914,520029.4194484133,15.271970238306515
Kacper Urbański,MID,4799999.999999999,3014192.411835957,3029635.985421503,1491431.2374439097,37.20432475341756
Nathaniel Chalobah,MID,1499999.9999999986,1698397.3154539273,1682774.9817239014,6061287.527808945,13.22648769692859
Ayumu Yokoyama,MID,1249999.999999999,1436719.6219262264,1416101.7500532665,10510855.805725466,14.937569754098199
Stiven Shpendi,MID,1949999.999999999,1273942.2172887349,1271563.0335681394,1647857.4288290842,34.669629882628946
Guillaume Restes,GK,21750000.00000003,10899545.180153461,10885590.11958148,13002018.14898593,49.88714859699565
Lyall Cameron,MID,2100000.000000001,1851648.0430767403,1854513.5825826826,1496575.5173886712,11.826283663012402
Menno Koch,DEF,562500.0000000003,635547.6457052695,637212.1276916531,443363.5224645101,12.98624812538118
Mahamadou Nagida,DEF,1400000.0000000007,1711049.5924780904,1723981.5781916028,606820.7487369899,22.217828034149257
Sofiane Alakouch,DEF,537500.0000000003,808957.9635787554,809670.3466109664,716630.8128116525,50.50380717744276
Romain Matthys,GK,587500.0000000002,535802.5073484279,536199.0125775012,483920.4581305253,8.799573217288904
Marius Ștefănescu,MID,1150000.0000000005,1045435.1754592613,1044647.2556078393,1159785.5211828453,9.092593438325142
Luca Raimund,MID,850000.0000000005,847567.077604171,862794.0743048225,73032.3605754167,0.2862261642152305
Alouis Diriken,DEF,262500.00000000023,308152.5096801658,308890.9258850126,221646.08528613753,17.391432259110672
Uchenna Ogundu,FWD,462500.00000000006,575652.034523386,572920.7389975544,1107971.5771368626,24.465304761813183
Finn Porath,DEF,1099999.9999999998,1560806.8276380792,1596446.4974137077,69727.97673484698,41.89152978527996
Tonni Adamsen,MID,1249999.999999999,1475615.4179876286,1479861.9535202,993462.2517280597,18.049233439010376
Riechedly Bazoer,DEF,3900000.000000001,4136352.149830353,4158811.4681012114,1962647.6492738435,6.06031153411159
Ousseynou Ba,DEF,3049999.999999998,3135206.824748434,3134505.309857678,3233302.356369541,2.793666385194624
Kyliane Dong,DEF,999999.9999999997,980076.5271762991,979925.2686881084,1001125.5637217426,1.9923472823700525
Victor Bak,DEF,1725000.0000000005,1742485.7366216278,1749330.3174631498,1015697.0475950717,1.0136658911088317
Cristian Cásseres Jr,MID,5750000.000000005,5458704.369848173,5524469.47840088,1049636.2421514045,5.066010959162283
Justin Kluivert,MID,26750000.00000001,26135494.193499923,26362643.012759976,7939888.292629908,2.2972179682246288
Davide Buglio,MID,649999.9999999995,926583.223061694,926419.5009621517,949402.1796040998,42.55126508641456
Santiago Pierotti,MID,2499999.9999999995,2932529.817972565,2949519.8238502936,1323825.7334502018,17.301192718902627
Siebe Schrijvers,MID,2250000.000000001,3133384.2892871685,3129653.331756488,3691906.9442201625,39.26152396831854
Dirk Baron,GK,175000.00000000012,169595.9238291157,169517.69530831382,180718.04933791936,3.0880435262196677
Óscar Cortés,MID,2700000.0,1700286.7973628258,1700901.651884956,1617723.6425111832,37.02641491248793
George Dobson,MID,1075000.0,1457567.1668676336,1453790.813218721,2083250.6503849304,35.58764342954731
Dorian Hanza,FWD,387499.99999999977,509776.7136856417,524117.89626305323,11181.351153886762,31.555280951133426
Thomas Gundelund,DEF,875000.0,1127106.5836765775,1149847.9302079843,72039.03352084536,28.81218099160886
Zakaria El Ouahdi,DEF,19499999.99999998,19663065.06061603,20068853.187342145,1181096.1328907164,0.8362310800823081
Lilian Raolisoa,DEF,1949999.999999999,2269594.363975313,2268125.185315217,2481222.9317065063,16.389454562836622
Mathias Løvik,DEF,3400000.000000002,2005878.24374048,2048485.8126963272,111057.00157194302,41.003581066456505
Willian Pacho,DEF,80999999.99999987,93698806.49459563,91769883.77432849,1642393342.178044,15.677538882217021
Nouha Dicko,FWD,637500.0000000003,943309.03544855,950639.4084476463,324947.79205782013,47.97004477624306
Koen Kostons,MID,999999.9999999997,1272946.718714072,1270347.243933934,1686689.7407602512,27.294671871407232
Buluthan Bulut,MID,162500.00000000012,240516.98835167967,241281.22315259845,155403.44333026774,48.010454370264306
Juninho Bacuna,MID,2050000.000000001,1709051.1878572225,1735911.2253104004,199689.3131852971,16.63164937281845
Thomas Isherwood,DEF,749999.9999999998,932453.1125310075,923074.6160254339,3750150.7490449455,24.327081670801036
Pietro Pellegri,FWD,2400000.000000001,1863599.7361391007,1872337.093079029,978765.2440225614,22.350010994204165
Christoph Klarer,DEF,2950000.000000002,4419641.859682206,4418996.706121107,4509368.819030825,49.81836812482045
Lucas Hernández,DEF,23249999.999999963,26219293.608266834,26486759.417303834,6482904.398438905,12.77115530437366
Finley Burns,DEF,749999.9999999998,767500.473149527,766290.9376887613,953632.7097726826,2.3333964199369626
Ashley Fletcher,FWD,825000.0000000006,694974.9824957381,701749.5844025097,182785.84775240242,15.760608182334837
Kalidou Koulibaly,DEF,11000000.000000013,7710562.986439918,7714610.916210849,7173062.045949738,29.903972850546285
Théo Sainte-Luce,DEF,1249999.999999999,1560050.0857944333,1564415.715035367,1061821.9725129816,24.804006863554754
Stephy Mavididi,MID,6749999.999999997,7089024.620650057,7047615.65627857,15880727.731715798,5.022586972593477
Nicolas Kühn,MID,14499999.99999999,15486067.426761456,15504018.825955106,13202949.29695962,6.80046501214804
Thomas Oude Kotte,DEF,950000.0000000008,1073807.7980968154,1096913.1504617594,57281.723875557094,13.032399799664676
Fabio Baldé,MID,1050000.0000000007,1315642.5164135012,1351307.8933820364,33100.25231340092,25.299287277476225
Tony Miettinen,DEF,487499.9999999996,537731.4066424354,542760.0847409518,149283.37860013454,10.303878285627857
Gary Magnée,DEF,2150000.0,2175710.0651522465,2225939.319793291,93954.33594991635,1.1958169838254187
Alex Cochrane,DEF,1949999.999999999,2586093.7696522283,2561062.395699984,9867342.783723084,32.62019331549895
Petar Stojanović,DEF,1249999.999999999,1433581.0738831775,1447010.907000431,397099.0123794553,14.686485910654284
Shaun Rooney,DEF,612499.9999999997,450483.3706135524,459707.25160085084,27654.515444133405,26.45169459370569
Krisztián Keresztes,DEF,337500.00000000006,296450.9376121089,299044.62892618513,89351.20424740379,12.162685151967754
Dejan Ljubičić,MID,4099999.999999998,3304728.2182484004,3320410.7421097294,1722132.3834405304,19.396872725648734
Rocco Vata,MID,1275000.0000000002,2559997.7809642004,2605411.3415483288,227431.54835943313,100.78413968346666
Honest Ahanor,DEF,11299999.99999999,4645189.2082805205,4628010.223772962,7736362.108488023,58.89213090017235
Ayyoub Bouaddi,MID,25250000.000000004,20293791.63159744,20119398.181271553,66588592.428091526,19.628547993673514
Antoine Joujou,MID,2100000.000000001,2382460.203462672,2378108.813904178,3064295.5479348805,13.450485879174803
Tobe Leysen,GK,3600000.0000000014,2483481.5919903805,2493008.029929892,1466032.2643847498,31.014400222489456
Jeremie Frimpong,DEF,40749999.99999996,45864034.52518642,45355238.20391597,213050594.44116083,12.549777975917698
Joseph Opoku,MID,2700000.0,2606075.912517916,2588853.491993338,6492854.2954859175,3.478669906743854
Mikaël Mandron,MID,387499.99999999977,363530.86662906903,361800.5857916705,701145.5848986865,6.185582805401484
Edin Džeko,FWD,5850000.000000001,4530114.997013107,4502931.167587415,10374844.382838843,22.562136803194765
Kristian Pedersen,DEF,812499.9999999993,762746.1970047352,767407.7832832652,329662.8970407198,6.123544984032506
Badavi Hüseynov,DEF,349999.9999999997,377422.10566880094,385563.62450164615,19986.409220383644,7.834887333943216
Mërgim Vojvoda,DEF,3900000.000000001,6509729.09824355,6532899.208530935,3991387.6127436543,66.91613072419355
Weston McKennie,MID,20749999.99999997,17155797.607164424,17115611.52473914,23693676.167737976,17.321457314870127
Patrik Wålemark,MID,2750000.0,2503834.654777382,2532100.5880546058,533820.2534642781,8.95146709900429
Obinna Nwobodo,MID,2750000.0,2762340.9162080633,2763235.9138701647,2641848.5925539695,0.4487605893841183
Martin Turk,GK,749999.9999999998,780833.61735809,782798.3103259772,552462.3425808285,4.1111489810787
Boy Kemper,DEF,1024999.9999999995,1050687.6433646644,1052194.0016442416,862605.8134114714,2.5061115477721834
Tom de Graaff,GK,899999.9999999995,890146.9534209097,888965.5419039513,1068736.1701647607,1.094782953232204
Stephen Kingsley,DEF,534999.9999999995,756772.4480569466,760605.9750677786,377439.46041326947,41.45279402933594
Mathias Kjølø,MID,2050000.000000001,2623290.2691605976,2620285.928058362,3071584.2168712006,27.965378983443728
Federico Artioli,DEF,612499.9999999997,676129.3384667545,678132.3590573865,449945.39693599433,10.38846342314366
Keinan Davis,FWD,3650000.000000001,3757885.6622436983,3758057.70757912,3734274.2747103623,2.955771568320474
Kartal Yılmaz,MID,2499999.9999999995,2389579.703483528,2408281.498864918,816939.0827693573,4.416811860658862
Patryk Klimala,FWD,1849999.9999999995,1172810.3520147067,1191604.1302007074,131427.2921612451,36.604845837042866
Oscar Pettersson,MID,700000.0000000006,746672.513632415,750161.9356302007,392967.48703108274,6.667501947487765
Leander Dendoncker,DEF,4750000.000000003,3728426.1244688747,3743461.47765439,2142361.6673631407,21.506818432234265
Karol Linetty,MID,2000000.0000000016,2833761.9970223834,2829155.9601913174,3545101.6579389726,41.688099851119055
Görkem Sağlam,MID,1400000.0000000007,2074237.3055453624,2077986.6721502002,1617622.7835115576,48.15980753895438
Elseid Hysaj,DEF,2349999.999999999,2114916.5452539786,2142325.950983196,359226.4158456991,10.00355126578811
Sikou Niakaté,DEF,6250000.000000005,5109229.193518928,5152320.187118124,1607643.4239069985,18.25233290369721
Matteo Pérez Vinlöf,DEF,1450000.0000000002,1609489.977990169,1609029.1686657404,1674208.515349367,10.999308826908194
Rafiki Saïd,MID,2050000.000000001,1822755.740935396,1869778.8944659242,54674.68160182067,11.085085808029508
Youssef Hamdaoui,MID,437499.9999999996,494188.4350424762,493707.0423896812,565150.982859767,12.957356581137528
Tom Pettersson,DEF,387499.99999999977,429444.0854095399,427129.0368789791,903864.9666381401,10.824280105687789
Onuralp Çevikkan,GK,899999.9999999995,696148.2005615544,692598.9050697571,1407109.5035266948,22.650199937605027
